"","locus","CO2_30percent","CO2_4percent","difference","Gene name","Product"
"55","slr0549",-1.86893230976687,-2.0606880561035,-0.191755746336621,"asd","aspartate beta-semialdehyde dehydrogenese"
"56","sll1766",-0.155456561690796,0.341950051054308,0.497406612745105,"aslB","hypothetical protein"
"57","sll0495",-1.23659579966686,-1.2514292569752,-0.0148334573083404,"asnS","asparaginyl-tRNA synthetase"
"58","slr1705",-0.0801312202266759,0.261692746402974,0.34182396662965,"aspA","aspartoacylase"
"59","sll0006",-1.21101827781003,-1.47046933025029,-0.25945105244026,"aspC","putative aminotransferase"
"60","sll0402",-3.33884180826833,-2.48525350220664,0.85358830606169,"aspC","aspartate aminotransferase"
"61","slr0036",-0.131791074718719,0.226618468565548,0.358409543284266,"aspC","aspartate aminotransferase"
"62","slr1720",-3.75653808157469,-4.13924850956892,-0.382710427994227,"aspS","aspartyl-tRNA synthetase"
"63","sll1874",-0.947598721701814,0.142401478189056,1.09000019989087,"acsF2; cycII; ycf59","hypothetical protein"
"64","sll1321",-1.87467179998169,-3.15063335990194,-1.27596155992024,"atp1","hypothetical protein"
"65","sll1326",-1.43319641035307,-2.224662809131,-0.791466398777929,"atpA","ATP synthase alpha chain"
"66","slr1329",-2.72105950847348,-4.19559264027643,-1.47453313180295,"atpB","ATP synthase beta subunit"
"67","sll1327",-2.92537529947618,-4.84037989595405,-1.91500459647787,"atpC","ATP synthase gamma chain"
"68","sll1325",-2.25913655049729,-3.51007403520677,-1.25093748470949,"atpD","ATP synthase delta chain of CF(1)"
"69","slr1330",-5.50396024939468,-7.80242302915597,-2.29846277976129,"atpE","ATP synthase epsilon chain of CF(1)"
"70","sll1324",-2.30633731500599,-2.82887671930036,-0.522539404294371,"atpF","ATP synthase B chain (subunit I) of CF(0)"
"71","sll1323",-1.89030764036842,-1.97038283990166,-0.0800751995332427,"atpG","ATP synthase subunit b' of CF(0)"
"72","ssl2615",-0.921060441270159,-1.57895094528516,-0.657890504015005,"atpH","ATP synthase C chain of CF(0)"
"73","sll1322",-1.86003476360661,-2.61628486855367,-0.756250104947052,"atpI","ATP synthase A chain of CF(0)"
"74","ssr2049",-0.0412155750465572,0.0104520469233032,0.0516676219698604,"bchB","unknown protein"
"75","slr0905",-0.847294774347977,0.218370372794089,1.06566514714207,"bchE","Mg-protoporphyrin IX monomethyl ester oxidative cyclase"
"76","slr0242",-2.40402525412033,-0.0493693300392388,2.3546559240811,"bcp","bacterioferritin comigratory protein homolog"
"77","sll0221",0.0145519671578963,-0.477144492552473,-0.49169645971037,"bcp","bacterioferritin comigratory protein"
"78","slr1890",0.118103843698904,0.135989797848054,0.0178859541491499,"bfr","bacterioferritin"
"79","sll1341",0.171510629831843,0.300522353677086,0.129011723845244,"bfr","bacterioferritin"
"80","sll1538",-1.02452807560833,0.169963398512552,1.19449147412088,"bgl","similar to beta-hexosaminidase a precursor"
"81","sll1468",-1.5697001404596,-0.626614700106629,0.943085440352972,"crtR","beta-carotene hydroxylase"
"82","slr1364",-3.06103919770545,-2.96997646391655,0.0910627337888998,"bioB","biotin synthetase"
"83","slr0917",-4.41712127141045,-5.17326962273796,-0.756148351327506,"bioF","7-keto-8-aminopelargonic acid synthetase"
"84","slr1365",-3.07911368499205,-1.68308164249016,1.39603204250189,"bioY","hypothetical protein"
"85","sll1655",-0.316132028639495,-1.08442605858231,-0.768294029942818,"birA","similar to biotin [acetyl-CoA-carboxylase] liga se"
"86","slr0319",0.117304562715453,0.297053429797688,0.179748867082235,"blaOXA-3","beta-lactamase"
"87","sll0374",-1.46909436753689,-0.398705123108328,1.07038924442857,"urtE","urea transport system ATP-binding protein"
"88","slr0119",-1.40395540561962,-0.650084429184442,0.753870976435176,"brkB","hypothetical protein"
"89","sll0634",-2.51386111189933,-5.12453295895077,-2.61067184705145,"btpA","photosystem I biogenesis protein BtpA"
"90","slr1784",-0.823516356946164,-2.96502898237855,-2.14151262543238,"bvdR","biliverdin reductase"
"91","sll1683",0.243471821876808,0.0674618946776966,-0.176009927199112,"cad","lysine decarboxylase"
"92","slr1764",0.360060302311864,0.238491071739439,-0.121569230572425,"capA","similar to tellurium resistance protein TerE"
"93","sll1498",-2.45652410923607,-4.05908839718961,-1.60256428795354,"carA","carbamoyl-phosphate synthase small chain"
"94","sll0370",-4.68916769879521,-6.40464111647286,-1.71547341767765,"pyrA","carbamoyl-phosphate synthase;  pyrimidine-specif ic;  large chain"
"95","sll1869",-0.208250710568159,-0.35944230641664,-0.151191595848481,"cbaB","probable dioxygenase;  Rieske iron-sulfur compon ent"
"96","sll0018",-3.43660250965347,-5.92554710222575,-2.48894459257228,"fbaA;  fda","fructose-bisphosphate aldolase;  class II"
"97","sll1349",0.420489560244055,0.27368818649589,-0.146801373748165,"cbbZp","phosphoglycolate phosphatase"
"98","sll1501",-1.09141427892283,-1.87796619911351,-0.786551920190679,"cobB","cobyrinic acid a; c-diamide synthase"
"99","slr1925",0.382401848702362,-0.607955747464815,-0.990357596167177,"cobD","cobalamin biosynthesis protein CobD"
"100","sll0916",-0.636012951107362,-1.99783450393399,-1.36182155282663,"cobH","precorrin isomerase;  precorrin-8X methylmutase"
"101","slr1538",-2.12133610003194,-2.60999204544003,-0.488655945408097,"cbiD","cobalamin biosynthesis protein D"
"102","sll0099",-1.37629506752983,-0.622475615633515,0.753819451896317,"cbiE;  cbiT;  cobL","precorrin-6y C5;  15-methyltransferase (decarbox ylating)"
"103","slr0239",-1.33499301056419,-2.32589865183211,-0.99090564126792,"cobM","precorrin-4 C11-methyltransferase"
"104","slr0969",-1.11102009874926,-2.7111709573058,-1.60015085855654,"cobJ","precorrin methylase"
"105","slr1879",-0.548798562849874,-1.59746125870954,-1.04866269585967,"cobI","precorrin-2 methyltransferase"
"106","sll0383",-0.201507598024585,-0.338210673309277,-0.136703075284691,"cbiM","cobalamin biosynthesis protein M"
"107","slr0618",-0.0495095123370314,-1.05152913726811,-1.00201962493108,"cobQ","cobyric acid synthase"
"108","slr1368",-3.01599080309461,-0.63114276564246,2.38484803745215,"cobL","precorrin decarbocylase"
"109","sll0934",-2.2396248834954,-3.50790179753579,-1.26827691404038,"ccmA","carboxysome formation protein CcmA"
"110","sll1029",-0.732961082695202,0.02330856437655,0.756269647071752,"ccmK1","carbon dioxide concentrating mechanism protein CcmK"
"111","sll1028",-0.626171868666212,-0.0350091254582637,0.591162743207948,"ccmK2","carbon dioxide concentrating mechanism protein CcmK"
"112","slr1838",0.000550053563112151,-0.535843599281606,-0.536393652844718,"ccmK3","carbon dioxide concentrating mechanism protein CcmK homolog 3;  putative carboxysome assembly protein"
"113","slr1839",1.0804572267256,-2.070072164896,-3.1505293916216,"ccmK4","carbon dioxide concentrating mechanism protein CcmK homolog 4;  putative carboxysome assembly protein"
"114","slr0436",-2.69019055651585,-1.85400276969387,0.836187786821989,"ccmO","carbon dioxide concentrating mechanism protein CcmO"
"115","sll1030",-0.513754641691068,0.198898205903271,0.712652847594339,"ccmL","carbon dioxide concentrating mechanism protein CcmL;  putative carboxysome assembly protein"
"116","sll1031",-1.15875935314456,-0.326324102772156,0.832435250372407,"ccmM","carbon dioxide concentrating mechanism protein CcmM;  putative carboxysome structural protein"
"117","sll1032",-0.517574213389713,-0.0288594858717545,0.488714727517959,"ccmN","carbon dioxide concentrating mechanism protein CcmN;  putative carboxysome assembly protein"
"118","sll1513",-0.350794321428663,-2.34629801460512,-1.99550369317646,"ccsA;  ycf5","c-type cytochrome synthesis protein"
"119","slr1369",-3.27929966272508,-3.94429051270381,-0.66499084997873,"cdsA","phosphatidate cytidylyltransferase"
"120","slr2143",-0.710029951031385,-0.0229291067595423,0.687100844271842,"cefD","L-cysteine/cystine lyase"
"121","sll0807",-1.21619878323888,-2.13192050336126,-0.915721720122381,"rpe","pentose-5-phosphate-3-epimerase"
"122","slr0772",0.164345830649907,0.448605348233966,0.284259517584059,"chlB","light-independent protochlorophyllide reductase subunit ChlB"
"123","slr1777",-2.21513442103752,-3.77518614735737,-1.56005172631985,"chlD","magnesium protoporphyrin IX chelatase subunit D"
"124","slr0056",-2.31253764046076,-2.89738348071291,-0.584845840252145,"chlG","chlorophyll a synthase"
"125","slr1055",-2.5185270008299,-5.83607178359233,-3.31754478276244,"chlH","magnesium protoporphyrin IX chelatase subunit H"
"126","slr1030",-2.12484912815419,-3.26436509011584,-1.13951596196165,"chlI","magnesium protoporphyrin IX chelatase subunit I"
"127","slr0749",0.287995830275407,0.116541205878705,-0.171454624396702,"chlL","light-independent protochlorophyllide reductase iron protein subunit ChlL"
"128","slr0525",-3.40598310465197,-2.53761116198469,0.868371942667271,"chlM","Mg-protoporphyrin IX methyl transferase"
"129","slr0750",0.295372292940383,0.277203886258739,-0.0181684066816442,"chlN","light-independent protochlorophyllide reductase subunit ChlN"
"130","slr1457",0.241003706113907,0.0333980405894926,-0.207605665524415,"chrA","chromate transport protein"
"131","sll0891",-1.74686010699985,-0.937427791662928,0.809432315336919,"citH","malate dehydrogenase"
"132","sll1298",0.259528665550375,0.109415877411644,-0.150112788138731,"clcD","putative carboxymethylenebutenolidase"
"133","slr1641",-0.0973701245983543,-0.265833473976276,-0.168463349377922,"clpB1","ClpB protein"
"134","slr0156",-2.68112228245533,-2.86317244138716,-0.182050158931824,"clpB2","ClpB protein"
"135","sll0020",-3.02002777897335,-5.18205313746511,-2.16202535849177,"clpC","ATP-dependent Clp protease ATPase subunit"
"136","slr0164",-0.865667027460606,-3.23964823934362,-2.37398121188301,"clpP4","ATP-dependent Clp protease proteolytic subunit"
"137","slr0165",-1.73506885163142,-2.80318353616235,-1.06811468453093,"clpP3","ATP-dependent Clp protease proteolytic subunit"
"138","slr0542",-4.48215510729645,-4.61449047766963,-0.132335370373179,"clpP","ATP-dependent protease ClpP"
"139","sll0534",-1.47179241139272,-3.59676134834529,-2.12496893695257,"clpP2","ATP-dependent Clp protease proteolytic subunit 2"
"140","sll0535",0.460865265891804,-0.937144530726703,-1.39800979661851,"clpX","ATP-dependent Clp protease ATPase subunit"
"141","slr0040",-3.71715300897127,-5.41980165331512,-1.70264864434384,"cmpA","bicarbonate transport system substrate-binding protein"
"142","slr0041",-0.593451058843139,-0.122626458522772,0.470824600320366,"cmpB","bicarbonate transport system permease protein"
"143","sll0030",0.136235280217666,-0.138320419651583,-0.27455569986925,"cmpR","cmp operon transcriptional regulator;  LysR fami ly protein"
"144","slr0260",0.269098592827017,0.271438721768915,0.00234012894189772,"cobO","cob(I)alamin adenosyltransferase"
"145","sll1890",-2.57500864710744,-3.10175467927822,-0.526746032170783,"cobN","cobalt-chelatase subunit CobN-like protein"
"146","slr1211",0.507550012673528,0.472073012010812,-0.0354770006627163,"cobN","cobalt-chelatase subunit CobN"
"147","slr0216",-0.0191948594831486,-0.468740710982538,-0.449545851499389,"cobP","bifunctional cobalamin biosynthesis protein Cob P"
"148","slr0502",-1.02650165001701,-1.65174204938186,-0.625240399364855,"cobW","cobalamin synthesis protein cobW homolog"
"149","slr1237",0.27418858602619,-1.03294904090284,-1.30713762692903,"codA","cytosine deaminase"
"150","sll1929",-2.47675781795382,-1.05146299290924,1.42529482504458,"comE","competence protein ComE"
"151","sll1578",1.19731887038514,-3.23422640447725,-4.43154527486239,"cpcA","phycocyanin alpha subunit"
"152","sll1577",0.92345280787689,-3.76969633409971,-4.6931491419766,"cpcB","phycocyanin beta subunit"
"153","sll1580",2.27023321863434,-2.03910664950741,-4.30933986814175,"cpcC1","phycobilisome rod linker polypeptide"
"154","sll1579",2.28243756263905,-1.707151159559,-3.98958872219805,"cpcC2","phycobilisome rod linker polypeptide"
"155","ssl3093",0.00553902524601892,0.117942988760333,0.112403963514315,"cpcD","phycobilisome small rod linker polypeptide"
"156","slr1878",1.89089063316015,-1.95231582055507,-3.84320645371522,"cpcE","phycocyanin alpha-subunit phycocyanobilin lyase"
"157","sll1051",2.52279369244108,-1.00274276819421,-3.52553646063529,"cpcF","phycocyanin alpha-subunit phycocyanobilin lyase"
"158","slr2051",2.62412104800046,-2.78796443851056,-5.41208548651102,"cpcG1","phycobilisome rod-core linker polypeptide"
"159","sll1471",0.555377278655627,0.427203805582598,-0.128173473073028,"cpcG2","phycobilisome rod-core linker polypeptide"
"160","slr0739",-2.60097580359069,-4.47453056837642,-1.87355476478573,"crtE","geranylgeranyl pyrophosphate synthase"
"161","slr0088",0.886971979852897,-0.0535677988037283,-0.940539778656625,"crtO","beta-carotene ketolase"
"162","slr0940",-1.43863854899993,-1.54548384537645,-0.106845296376524,"crtQ-2","zeta-carotene desaturase"
"163","slr1125",2.25329341251305,-0.319008668394618,-2.57230208090767,"crtX","probable glucosyl transferase"
"164","slr1448",-0.912138864139449,-0.00946587946938196,0.902672984670067,"cscK","fructokinase"
"165","sll1704",0.1441121007838,-0.000336047173212083,-0.144448147957012,"csgA","probable short chain dehydrogenase"
"166","sll1899",-0.216953963474108,0.229923696220485,0.446877659694593,"ctaB","cytochrome c oxidase folding protein"
"167","slr1136",0.522932872279844,0.134768399793251,-0.388164472486593,"ctaCI","cytochrome c oxidase subunit II"
"168","sll0813",-0.739491185492066,-0.109028116100585,0.63046306939148,"ctaC","cytochrome c oxidase subunit II"
"169","slr1137",-0.171354390487541,0.191841292709849,0.36319568319739,"ctaDI","cytochrome c oxidase subunit I"
"170","slr2082",-0.111732845795045,0.0628584079964018,0.174591253791447,"ctaDII","cytochrome c oxidase subunit I"
"171","slr1138",0.282825104333084,-0.084725518515948,-0.367550622849033,"ctaEI","cytochrome c oxidase subunit III"
"172","slr2083",-0.640663399487515,-0.712821045735902,-0.0721576462483869,"ctaEII","cytochrome c oxidase subunit III"
"173","slr0008",-0.919150101075541,-1.14851134270221,-0.229361241626673,"ctpA","carboxyl-terminal processing protease"
"174","slr0257",-0.765994203985512,-0.34575802685879,0.420236177126721,"ctpB","periplasmic carboxyl-terminal protease"
"175","sll0646",-1.57411009853313,-1.16567423990616,0.40843585862697,"cya2","guanylyl cyclase"
"176","slr1991",-0.189627399850297,-0.211758471527179,-0.022131071676882,"cya1","adenylate cyclase"
"177","slr1379",-0.488451224511955,-0.0357730059637668,0.452678218548188,"cydA","quinol oxidase subunit I"
"178","slr1380",0.469500705547987,0.230314539190914,-0.239186166357073,"cydB","quinol oxidase subunit II"
"179","slr0899",-2.32943396718511,-1.1359722391172,1.19346172806791,"cynS","cyanate lyase"
"180","slr1251",0.266309218896712,-0.15419811345814,-0.420507332354852,"cyp","peptidyl-prolyl cis-trans isomerase"
"181","slr0574",0.151984933270395,-1.67272767167706,-1.82471260494745,"cyp","cytochrome P450"
"182","slr1455",-0.476837773811015,-0.53031264832294,-0.0534748745119251,"cysA","sulfate transport system ATP-binding protein"
"183","slr0676",-1.543044660749,-1.98585706997583,-0.442812409226832,"cysC","adenylylsulfate kinase"
"184","slr1348",-1.30769461241222,-1.55301525034191,-0.245320637929693,"cysE","serine acetyltransferase"
"185","sll0378",-2.84609475943205,-1.73882871501223,1.10726604441982,"cobA","uroporphyrin-III C-methyltransferase"
"186","slr1791",-3.40600951238795,-4.14836694564343,-0.742357433255482,"cysH","phosphoadenosine phosphosulfate reductase"
"187","slr1842",-0.179644691780079,-0.173340078134129,0.00630461364594923,"cysK","cysteine synthase"
"188","sll0712",-1.06813198364101,-1.66288019807998,-0.594748214438967,"cysM","cysteine synthase"
"189","sll0895",-0.733935549896288,-2.04140481270551,-1.30746926280922,"cysQ","CysQ protein homolog"
"190","slr0958",-3.16669955323063,-4.75371752009373,-1.5870179668631,"cysS","cysteinyl-tRNA synthetase"
"191","slr1453",-0.915061343143134,-2.96693639432889,-2.05187505118575,"cysT","sulfate transport system permease protein"
"192","slr1454",-0.413547950460973,0.095838233680565,0.509386184141538,"cysW","sulfate transport system permease protein"
"193","sll1245",1.38343990066418,0.0427103279690398,-1.34072957269514,"cytM","cytochrome cM"
"194","slr0804",-0.592350343657785,0.0516446230615386,0.643994966719323,"dacB","probable D-alanyl-D-alanine carboxypeptidase"
"195","slr0646",-0.628129229504023,0.25890555203292,0.887034781536943,"dacB","probable D-alanyl-D-alanine carboxypeptidase"
"196","slr0550",-2.53375054273537,-2.06703361088754,0.466716931847832,"dapA","dihydrodipicolinate synthase"
"197","sll1058",-1.85330268204301,-2.82541087134645,-0.972108189303439,"dapB","dihydrodipicolinate reductase"
"198","slr1665",-1.17762911106918,-3.04236072280971,-1.86473161174053,"dapF","diaminopimelate epimerase"
"199","ssl2296",0.0719477023698634,0.301495505856721,0.229547803486857,"dcoH","pterin-4a-carbinolamine dehydratase"
"200","sll1314",-0.226634942573992,-0.255358474844658,-0.028723532270666,"dctP","putative C4-dicarboxylase binding protein;  peri plasmic protein"
"201","slr1556",-0.362891783490937,0.239695466990946,0.602587250481883,"ddh","2-hydroxyacid dehydrogenase homolog"
"202","slr1874",-3.9663291582241,-3.13648623065482,0.829842927569282,"ddl","D-alanine--D-alanine ligase"
"203","slr0083",1.11656436115995,-0.108105452540777,-1.22466981370073,"crhR","RNA helicase Light"
"204","slr1549",0.168368593830482,-1.28008721639863,-1.44845581022911,"def","polypeptide deformylase"
"205","slr1666",-2.69789017714517,-2.75793602640162,-0.0600458492564471,"degT","pleiotropic regulatory protein homolog"
"206","sll1776",-3.85692377639861,-3.35163799243729,0.505285783961312,"deoC","deoxyribose-phosphate aldolase"
"207","slr1350",0.421618066177283,-0.393530907680663,-0.815148973857946,"desA","acyl-lipid desaturase (delta 12)"
"208","sll1441",-1.77269031700057,-3.49333363340724,-1.72064331640667,"desB","acyl-lipid desaturase (omega-3)"
"209","sll0541",-3.46889065364017,-4.75285426959712,-1.28396361595694,"desC; des9","acyl-lipid desaturase (delta 9)"
"210","sll0262",0.250756672215282,-1.11245827473999,-1.36321494695527,"desD","acyl-lipid desaturase (delta 6)"
"211","sll1479",-0.149641647598622,0.39652650256543,0.546168150164052,"devB","6-phosphogluconolactonase"
"212","sll0250",-1.84772690521297,-3.1055914366586,-1.25786453144563,"dfp","pantothenate metabolism flavoprotein"
"213","sll0698",0.0318839541950696,-0.206260766981724,-0.238144721176793,"dspA;  dfr;  hik33;  nblS","drug sensory protein A;  low temperature sensor;  two-component sensor histidine kinase"
"214","slr1706",-0.664244957121449,0.180416906591564,0.844661863713014,"dfrA","dihydroflavonol 4-reductase"
"215","slr0054",-2.63741927085038,-2.14209658064356,0.495322690206824,"dgkA","diacylglycerol kinase"
"216","sll0398",-2.46330472891048,-4.28688352358448,-1.82357879467401,"dgt","deoxyguanosinetriphosphate triphosphohydrolase"
"217","slr2041",-0.802432288574369,-2.5660138797858,-1.76358159121143,"divK","probable two-component response regulator"
"218","sll0848",0.740536177104064,-0.398355078118269,-1.13889125522233,"dnaA","chromosomal replication initiator protein DnaA"
"219","slr0833",-1.81748493330718,-3.84958114084277,-2.03209620753559,"dnaB","replicative DNA helicase [Contains: Ssp dnaB in tein]"
"220","sll1572",-0.111427835110028,0.119928184790299,0.231356019900327,"dnaE","DNA polymerase III alpha subunit [Contains: Ssp dnaE intein]"
"221","slr0603",-0.522740661026822,-2.43553123924609,-1.91279057821926,"dnaE","DNA polymerase III alpha subunit [Contains: Ssp dnaE intein]"
"222","sll1868",-0.600149245865791,-3.23782091573445,-2.63767166986866,"dnaG","DNA primase"
"223","sll1666",-0.528150820531298,0.0214424472876794,0.549593267818978,"dnaJ","DnaJ-like protein"
"224","sll1933",-3.56181384781339,-4.30218865440495,-0.740374806591557,"dnaJ2","DnaJ protein;  heat shock protein 40;  molecular chaperone"
"225","slr0093",-0.719309213167331,-0.495228895851523,0.224080317315808,"dnaJ","DnaJ protein;  heat shock protein 40;  molecular chaperone"
"226","sll0897",-1.5227061529597,-1.408836305135,0.113869847824701,"dnaJ1","DnaJ protein;  heat shock protein 40;  molecular chaperone"
"227","sll1932",-4.95359162883565,-3.789713689086,1.16387793974966,"dnaK3","DnaK protein"
"228","sll0170",-5.0162780392557,-5.46537072889062,-0.449092689634922,"dnaK2","DnaK protein 2;  heat shock protein 70;  molecula r chaperone"
"229","sll0058",0.103214765739688,0.128271165430343,0.0250563996906549,"dnaK1","DnaK protein 1;  heat shock protein 70;  molecula r chaperone"
"230","slr0965",0.181103901500629,-0.421175891822048,-0.602279793322678,"dnaN","DNA polymerase III beta subunit"
"231","slr0446",-1.31253537096244,-1.66651827284357,-0.353982901881125,"dnaX","DNA polymerase III delta' subunit"
"232","sll1360",-3.13753215990512,-4.3846516225465,-1.24711946264138,"dnaX","DNA polymerase III subunit gamma/tau [Contains: Ssp dnaX intein]"
"233","slr1943",-1.19536386740458,-0.573759058663953,0.621604808740626,"dpm1","probable glycosyltransferase"
"234","sll1540",-1.53215878254424,-0.528849759808124,1.00330902273611,"dpm1","dolichyl-phosphate-mannose synthase"
"235","slr1719",-3.3211553780304,-3.97207232135238,-0.650916943321982,"drgA","DrgA protein homolog"
"236","sll0621",-1.41690619683573,-2.48902362872368,-1.07211743188795,"ccdA","putative c-type cytochrome biogenesis protein C cdA"
"237","sll0107",0.156134003212984,-0.508792198154704,-0.664926201367687,"eda","KHG/KDPG aldolase"
"238","slr0434",-3.36368255360342,-3.330592754767,0.0330897988364192,"efp","elongation factor P"
"239","slr0752",-1.53550452062971,-3.20108850640037,-1.66558398577066,"eno","enolase"
"240","slr0817",-3.81279539492077,-5.55526480874841,-1.74246941382764,"menF","salicylate biosynthesis isochorismate synthase"
"241","slr1051",-2.79865742245523,-2.85571431340424,-0.0570568909490099,"envM","enoyl-[acyl-carrier-protein] reductase"
"242","sll0923",-0.95955463657914,-0.586744178241781,0.372810458337358,"epsB","unknown protein"
"243","slr0321",-0.058784780557335,-2.73397492350757,-2.67519014295024,"era","GTP-binding protein ERA homolog"
"244","slr0089",-0.80819123391846,0.471586029250051,1.27977726316851,"erg6","gamma-tocopherol methyltransferase"
