sgRNA_target	locus	Gene name	Product	wmean_fitness_CO2_30percent	wmean_fitness_CO2_4percent	sd_fitness_CO2_30percent	sd_fitness_CO2_4percent	p_fitness_adj_CO2_30percent	p_fitness_adj_CO2_4percent	comb_score_CO2_30percent	comb_score_CO2_4percent
aroK	sll1669	aroK	shikimate kinase	-2.582523111486097	-3.070160852101327	1.4308102600786925	1.6498166895464534	0.3953668238067177	0.38083581665957145	1.0407562359636675	1.2872024363507342
aroQ	sll1112	aroQ	3-dehydroquinate dehydratase	-1.401702042345316	-2.3756939321403356	0.7496910415203748	1.0192427740670744	0.3039354473386183	0.2903862800259684	0.7249864326240747	1.2758044366526695
arsA	sll1957	arsA	transcriptional regulator	-0.3280602569288586	0.3099701246828055	0.8819493396940217	0.13040080688128436	0.8485361072467434	0.2903862800259684	0.02340043074643238	0.1664613673293433
arsC	slr0946	arsC	arsenate reductase	0.08797555057752711	0.22174358373345596	0.33244917706133237	0.07161600525167308	0.7799007804716042	0.2903862800259684	0.009497897188639224	0.11908160563070985
asd	slr0549	asd	aspartate beta-semialdehyde dehydrogenese	-1.868932309766874	-2.060688056103495	1.0055598322221109	1.030837357447532	0.3039354473386183	0.38083581665957145	0.9666466389723356	0.8639686368744481
aslB	sll1766	aslB	hypothetical protein	-0.15545656169079639	0.3419500510543083	0.2751616817870277	0.29912815302235424	0.9518401811534895	0.49200989978000487	0.0033323615342725453	0.10532956068065943
asnS	sll0495	asnS	asparaginyl-tRNA synthetase	-1.2365957996668622	-1.2514292569752026	0.7853752609113706	0.9133488248248625	0.7799007804716042	0.9445730452674896	0.13350368019338293	0.030990959505389323
aspA	slr1705	aspA	aspartoacylase	-0.08013122022667592	0.26169274640297363	0.1447719533878195	0.10558122246069854	1	0.2903862800259684	-0	0.14053526103842132
aspC	sll0006	aspC	putative aminotransferase	-1.2110182778100325	-1.4704693302502925	0.339864804225002	0.5626885821556105	0.3039354473386183	0.2903862800259684	0.6263612340915414	0.7896771844699827
aspC2	sll0402	aspC	aspartate aminotransferase	-3.3388418082683264	-2.485253502206637	1.234383440971271	1.0676947015276264	0.3039354473386183	0.2903862800259684	1.7269112397256812	1.3346405449902519
aspC3	slr0036	aspC	aspartate aminotransferase	-0.1317910747187187	0.22661846856554752	0.4342353336590999	0.10178406843622435	1	0.2903862800259684	-0	0.12169953532813933
aspS	slr1720	aspS	aspartyl-tRNA synthetase	-3.756538081574695	-4.1392485095689215	1.0767314413138076	1.1955622081780617	0.3039354473386183	0.2903862800259684	1.9429515407001108	2.2228754055697233
AT103	sll1874	acsF2; cycII; ycf59	hypothetical protein	-0.9475987217018144	0.1424014781890561	0.8981686917205167	0.3054861077949007	1	0.8418815484032875	-0	0.010644369353275215
atp1	sll1321	atp1	hypothetical protein	-1.8746717999816933	-3.1506333599019354	1.3123285753326472	1.273357800054788	0.3953668238067177	0.2903862800259684	0.7554923158435727	1.691965435634809
atpA	sll1326	atpA	ATP synthase alpha chain	-1.4331964103530692	-2.224662809130998	0.9686603899626294	1.0630067917541843	0.3953668238067177	0.2903862800259684	0.5775778326248409	1.19469711293511
atpB	slr1329	atpB	ATP synthase beta subunit	-2.721059508473476	-4.19559264027643	1.3593543596612525	2.035064036484663	0.3039354473386183	0.2903862800259684	1.4073827150206948	2.2531335507640473
atpC	sll1327	atpC	ATP synthase gamma chain	-2.925375299476179	-4.840379895954052	0.37351127382630067	1.0597177923570524	0.3039354473386183	0.2903862800259684	1.5130586518267595	2.5993997218231635
atpD	sll1325	atpD	ATP synthase delta chain of CF(1)	-2.2591365504972893	-3.5100740352067747	1.3302482173368606	1.649016697758903	0.3953668238067177	0.2903862800259684	0.9104315242586593	1.884993671327696
atpE	slr1330	atpE	ATP synthase epsilon chain of CF(1)	-5.50396024939468	-7.802423029155968	2.9507466762285777	3.5315342441015454	0.3039354473386183	0.2903862800259684	2.8467508685632157	4.190087697142851
atpF	sll1324	atpF	ATP synthase B chain (subunit I) of CF(0)	-2.306337315005992	-2.828876719300363	0.8670043453574052	1.041995513805621	0.3039354473386183	0.2903862800259684	1.1928806635940252	1.5191744274799355
atpG	sll1323	atpG	ATP synthase subunit b' of CF(0)	-1.8903076403684211	-1.9703828399016639	0.5703285913920618	0.9678813361056458	0.3039354473386183	0.2903862800259684	0.9777023585267187	1.0581426904542577
atpH	ssl2615	atpH	ATP synthase C chain of CF(0)	-0.921060441270159	-1.578950945285164	0.6677431613687672	0.5276526858237867	0.3953668238067177	0.2903862800259684	0.3711871516997752	0.8479344051852985
atpI	sll1322	atpI	ATP synthase A chain of CF(0)	-1.860034763606614	-2.6162848685536657	0.9527133464004667	0.76226969058786	0.3039354473386183	0.2903862800259684	0.9620446621934177	1.4050075212512014
bchB	ssr2049	bchB	unknown protein	-0.04121557504655725	0.01045204692330318	0.2880486078611081	0.11741332254974587	1	0.9445730452674896	-0	2.588392121592667e-4
bchE	slr0905	bchE	Mg-protoporphyrin IX monomethyl ester oxidative cyclase	-0.8472947743479765	0.2183703727940893	0.699207658971682	0.22325808071005943	0.6415543124880474	0.6202620874549323	0.1633301085969575	0.0452954229521582
bcp	slr0242	bcp	bacterioferritin comigratory protein homolog	-2.404025254120334	-0.04936933003923877	0.6448002887832683	0.1200711088206709	0.3039354473386183	0.7642900732302685	1.2434066872062939	0.005763463520093258
bcp2	sll0221	bcp	bacterioferritin comigratory protein	0.01455196715789625	-0.47714449255247326	0.47252724970859994	0.8928848321625741	1	0.9445730452674896	-0	0.01181622178360678
bfr	slr1890	bfr	bacterioferritin	0.11810384369890378	0.1359897978480537	0.17050158165919885	0.14137549839627944	0.6415543124880474	0.6202620874549323	0.022766473016317523	0.02820765166946133
bfr2	sll1341	bfr	bacterioferritin	0.17151062983184281	0.30052235367708635	0.193034762059169	0.12755083706148507	0.6415543124880474	0.2903862800259684	0.0330615160674446	0.1613876884338824
bgl	sll1538	bgl	similar to beta-hexosaminidase a precursor	-1.0245280756083261	0.16996339851255157	1.0813271233170518	0.459563575140885	0.6415543124880474	0.49200989978000487	0.1974947644147942	0.0523531727570226
bhy	sll1468	crtR	beta-carotene hydroxylase	-1.5697001404596007	-0.6266147001066286	1.087800457147157	0.4531902756510373	0.7799007804716042	0.6202620874549323	0.16946583969303655	0.1299754060324513
bioB	slr1364	bioB	biotin synthetase	-3.061039197705451	-2.9699764639165513	0.9767946616536441	1.2655257167381595	0.3039354473386183	0.2903862800259684	1.5832265495980646	1.5949483635735089
bioF	slr0917	bioF	7-keto-8-aminopelargonic acid synthetase	-4.4171212714104495	-5.173269622737956	2.163550577786678	2.970304024252028	0.3039354473386183	0.2903862800259684	2.284617483805352	2.778169463413728
bioY	slr1365	bioY	hypothetical protein	-3.0791136849920497	-1.6830816424901636	0.8962696731833246	1.3232312813581288	0.3039354473386183	0.2903862800259684	1.592575011441992	0.9038550790097188
birA	sll1655	birA	similar to biotin [acetyl-CoA-carboxylase] liga se	-0.3161320286394948	-1.084426058582313	0.3977480493307854	0.8010983761933288	0.7799007804716042	0.8418815484032875	0.034129817731664965	0.0810597730491376
blaOXA-3	slr0319	blaOXA-3	beta-lactamase	0.11730456271545332	0.29705342979768845	0.3039316403949743	0.16104277211403178	0.8485361072467434	0.2903862800259684	0.008367296062499764	0.15952479337999007
braG_or_livF	sll0374	urtE	urea transport system ATP-binding protein	-1.4690943675368942	-0.3987051231083278	2.231906688477598	0.8854100644895198	1	1	-0	-0
brkB	slr0119	brkB	hypothetical protein	-1.4039554056196182	-0.6500844291844418	0.6589403786252509	1.046249297472032	0.3039354473386183	0.8418815484032875	0.7261519141260557	0.04859316674975416
btpA	sll0634	btpA	photosystem I biogenesis protein BtpA	-2.5138611118993253	-5.124532958950773	1.4108245008371363	2.5267595685074564	0.3953668238067177	0.2903862800259684	1.0130854654966623	2.75199670982534
bvdR	slr1784	bvdR	biliverdin reductase	-0.8235163569461635	-2.9650289823785463	0.5660826573766041	1.6476928277142466	0.9518401811534895	0.9445730452674896	0.017652868434013	0.07342731729582701
cad	sll1683	cad	lysine decarboxylase	0.2434718218768082	0.06746189467769656	0.2009707624623462	0.11483619630312528	0.5048438675696012	0.49200989978000487	0.07227288528400319	0.020780028273656163
capA	slr1764	capA	similar to tellurium resistance protein TerE	0.3600603023118641	0.238491071739439	0.17635704458048446	0.19848270709648067	0.8384753573381241	0.8233624789078081	0.027548104530218342	0.02013077568685604
carA	sll1498	carA	carbamoyl-phosphate synthase small chain	-2.456524109236073	-4.059088397189613	0.9922697116799666	1.565475121811434	0.3039354473386183	0.2903862800259684	1.270560073972803	2.1798275088551993
carB	sll0370	pyrA	carbamoyl-phosphate synthase;  pyrimidine-specif ic;  large chain	-4.689167698795206	-6.40464111647286	1.6561170074640097	1.9128887910228611	0.3039354473386183	0.2903862800259684	2.425324968662687	3.4394453936255216
cbaB	sll1869	cbaB	probable dioxygenase;  Rieske iron-sulfur compon ent	-0.20825071056815897	-0.3594423064166402	0.4800416427275054	0.7058378491463966	1	0.9445730452674896	-0	0.008901391669239653
cbbA	sll0018	fbaA;  fda	fructose-bisphosphate aldolase;  class II	-3.436602509653471	-5.925547102225752	2.593574376807769	3.0295388159741754	0.5048438675696012	0.2903862800259684	1.020131106065221	3.1821604543995665
cbbZp	sll1349	cbbZp	phosphoglycolate phosphatase	0.4204895602440549	0.27368818649588983	0.13821538769885555	0.1759488085282919	0.3039354473386183	0.2903862800259684	0.21748504106260144	0.14697709914016538
cbiA	sll1501	cobB	cobyrinic acid a; c-diamide synthase	-1.09141427892283	-1.8779661991135086	0.9682135333405595	1.162685625740226	0.7799007804716042	0.49200989978000487	0.11782978956507753	0.578462714410703
cbiB	slr1925	cobD	cobalamin biosynthesis protein CobD	0.3824018487023624	-0.607955747464815	0.6090330399546031	0.7017477893140369	0.9518401811534895	0.9445730452674896	0.008197152937069657	0.015055690799727019
cbiC	sll0916	cobH	precorrin isomerase;  precorrin-8X methylmutase	-0.6360129511073618	-1.9978345039339869	0.8634938918712077	1.2607177022605343	0.9518401811534895	0.38083581665957145	0.013633551845723187	0.8376165174307667
cbiD	slr1538	cbiD	cobalamin biosynthesis protein D	-2.121336100031937	-2.6099920454400336	1.361159617270113	1.5825130353975443	0.8485361072467434	0.6202620874549323	0.15131420966200423	0.5413769830005747
cbiE	sll0099	cbiE;  cbiT;  cobL	precorrin-6y C5;  15-methyltransferase (decarbox ylating)	-1.376295067529832	-0.6224756156335147	1.3930673088970862	0.9407871176349251	1	0.8418815484032875	-0	0.04652943530132344
cbiF	slr0239	cobM	precorrin-4 C11-methyltransferase	-1.3349930105641914	-2.325898651832112	0.8872335219084942	0.8537735962441926	0.3039354473386183	0.2903862800259684	0.6904832775213806	1.2490631806844144
cbiH	slr0969	cobJ	precorrin methylase	-1.1110200987492598	-2.711170957305797	0.73655453667671	1.4476090962841681	0.3039354473386183	0.2903862800259684	0.5746403113019369	1.4559636193279957
cbiL	slr1879	cobI	precorrin-2 methyltransferase	-0.5487985628498736	-1.5974612587095438	0.7519077740631235	1.0038234834451951	0.8485361072467434	0.49200989978000487	0.0391456218559719	0.4920598551322531
cbiM	sll0383	cbiM	cobalamin biosynthesis protein M	-0.20150759802458534	-0.33821067330927673	0.1851636474099665	0.4933287997288387	0.6415543124880474	0.9445730452674896	0.03884392877767332	0.008375601914688132
cbiP	slr0618	cobQ	cobyric acid synthase	-0.04950951233703138	-1.0515291372681124	0.354125858933977	0.9818731307145314	0.7799007804716042	0.9445730452674896	0.005345078887825781	0.026040542627699472
cbiT	slr1368	cobL	precorrin decarbocylase	-3.0159908030946108	-0.6311427656424604	1.5260593731967655	0.5970890268175142	0.3039354473386183	0.9445730452674896	1.5599266799269687	0.015629904593586225
ccmA	sll0934	ccmA	carboxysome formation protein CcmA	-2.239624883495404	-3.5079017975357853	1.4074411097637736	1.824156250097689	0.3953668238067177	0.38083581665957145	0.9025683268235846	1.4707306743152226
ccmK	sll1029	ccmK1	carbon dioxide concentrating mechanism protein CcmK	-0.7329610826952018	0.023308564376549972	0.4335711458805723	0.09790979402502165	0.3953668238067177	0.8418815484032875	0.2953831522904531	0.0017422920848419847
ccmK2	sll1028	ccmK2	carbon dioxide concentrating mechanism protein CcmK	-0.6261718686662118	-0.035009125458263686	0.15934108206576855	0.16258358026210465	0.3039354473386183	1	0.32386776615827373	-0
ccmK3	slr1838	ccmK3	carbon dioxide concentrating mechanism protein CcmK homolog 3;  putative carboxysome assembly protein	5.500535631121512e-4	-0.5358435992816059	0.40755971657259354	0.48445447725967666	1	0.6202620874549323	-0	0.11114723190289882
ccmK4	slr1839	ccmK4	carbon dioxide concentrating mechanism protein CcmK homolog 4;  putative carboxysome assembly protein	1.0804572267256003	-2.0700721648959965	0.3293245990253728	0.9736297671776736	0.3039354473386183	0.2903862800259684	0.5588326240119156	1.1116782412228263
ccmK5	slr0436	ccmO	carbon dioxide concentrating mechanism protein CcmO	-2.6901905565158546	-1.8540027696938655	1.5826610072831853	1.1407329108425883	0.3953668238067177	0.38083581665957145	1.0841461922148292	0.777313306082176
ccmL	sll1030	ccmL	carbon dioxide concentrating mechanism protein CcmL;  putative carboxysome assembly protein	-0.5137546416910684	0.19889820590327068	0.43591457975599307	0.1822027444448303	0.3953668238067177	0.38083581665957145	0.20704300562389666	0.08339050217816742
ccmM	sll1031	ccmM	carbon dioxide concentrating mechanism protein CcmM;  putative carboxysome structural protein	-1.1587593531445635	-0.3263241027721561	1.0445574606019539	0.38549489623838307	0.6415543124880474	0.7642900732302685	0.22337006755704863	0.03809565697082903
ccmN	sll1032	ccmN	carbon dioxide concentrating mechanism protein CcmN;  putative carboxysome assembly protein	-0.5175742133897131	-0.02885948587175445	0.3947665014369378	0.17772294101109498	0.5048438675696012	1	0.153638238141578	-0
ccsA	sll1513	ccsA;  ycf5	c-type cytochrome synthesis protein	-0.35079432142866346	-2.3462980146051233	1.43490518534538	0.9645743544365005	0.9518401811534895	0.2903862800259684	0.0075196150645297916	1.2600181261757504
cdsA	slr1369	cdsA	phosphatidate cytidylyltransferase	-3.279299662725082	-3.9442905127038115	1.9781492733888435	2.3139160073715757	0.6415543124880474	0.38083581665957145	0.632139352502231	1.6536919732242972
cefD	slr2143	cefD	L-cysteine/cystine lyase	-0.7100299510313846	-0.02292910675954232	0.6088445890821444	0.1438212531564044	0.7799007804716042	0.8418815484032875	0.076655291515428145	0.0017139280040704304
cfxE	sll0807	rpe	pentose-5-phosphate-3-epimerase	-1.216198783238876	-2.1319205033612567	2.936335095219884	1.8626447460320743	0.9518401811534895	0.2903862800259684	0.02607039548034881	1.144892277570718
chlB	slr0772	chlB	light-independent protochlorophyllide reductase subunit ChlB	0.1643458306499072	0.44860534823396586	0.22906040523541457	0.2512180527947995	0.7799007804716042	0.2903862800259684	0.017742881887607823	0.24091179669233626
chlD	slr1777	chlD	magnesium protoporphyrin IX chelatase subunit D	-2.215134421037521	-3.7751861473573745	1.4996452584251605	0.8782835270647186	0.3039354473386183	0.2903862800259684	1.145708826252217	2.027365213518475
chlG	slr0056	chlG	chlorophyll a synthase	-2.3125376404607647	-2.8973834807129095	1.186192108649577	1.5429515708992134	0.3039354473386183	0.2903862800259684	1.1960875875313284	1.5559641961316955
chlH	slr1055	chlH	magnesium protoporphyrin IX chelatase subunit H	-2.5185270008298972	-5.836071783592335	1.71783324738505	3.3332933919126795	0.5048438675696012	0.38083581665957145	0.7476068959953107	2.446844377360948
chlI	slr1030	chlI	magnesium protoporphyrin IX chelatase subunit I	-2.124849128154186	-3.2643650901158363	1.019981327203818	1.2622969812148674	0.3039354473386183	0.2903862800259684	1.0990115893013535	1.7530420937143938
chlL	slr0749	chlL	light-independent protochlorophyllide reductase iron protein subunit ChlL	0.28799583027540704	0.1165412058787051	0.1719174779312937	0.09557354191948947	0.3953668238067177	0.2903862800259684	0.11606225514790615	0.0625854136769842
chlM	slr0525	chlM	Mg-protoporphyrin IX methyl transferase	-3.4059831046519653	-2.5376111619846946	1.206743743068727	1.3727875411737591	0.3039354473386183	0.38083581665957145	1.761637970140859	1.0639244741792155
chlN	slr0750	chlN	light-independent protochlorophyllide reductase subunit ChlN	0.2953722929403833	0.27720388625873915	0.2103630307387244	0.21764966844301523	0.6415543124880474	0.6202620874549323	0.05693790418996742	0.05749895057380881
chrA	slr1457	chrA	chromate transport protein	0.24100370611390723	0.033398040589492604	0.1705621011064814	0.12258540584250732	0.6415543124880474	1	0.04645745811679891	-0
citH	sll0891	citH	malate dehydrogenase	-1.746860106999847	-0.9374277916629281	1.072953832865829	0.7305894150362047	0.6415543124880474	0.9445730452674896	0.33673623350213366	0.023214885355064073
clcD	sll1298	clcD	putative carboxymethylenebutenolidase	0.25952866555037546	0.10941587741164414	0.5113886067180711	0.1647355266658436	1	1	-0	-0
clpB	slr1641	clpB1	ClpB protein	-0.0973701245983543	-0.2658334739762759	0.8694123752778371	0.7947962254470184	0.8485361072467434	0.8418815484032875	0.006945379116524273	0.019870788698633183
clpB2	slr0156	clpB2	ClpB protein	-2.6811222824553327	-2.863172441387156	1.5314231532178628	1.58813937260971	0.3953668238067177	0.38083581665957145	1.0804916797979065	1.200420016991407
clpC	sll0020	clpC	ATP-dependent Clp protease ATPase subunit	-3.020027778973345	-5.182053137465114	1.475187683461826	2.9521404598579806	0.3039354473386183	0.2903862800259684	1.5620146791254403	2.7828864208074005
clpP	slr0164	clpP4	ATP-dependent Clp protease proteolytic subunit	-0.8656670274606062	-3.239648239343621	1.339500624223437	1.5292131339300654	0.8485361072467434	0.2903862800259684	0.06174774571963685	1.739768553950429
