"","locus","CO2_1percent","CO2_30percent","CO2_4percent","CO2_ambient","difference_4minus30","difference_Ambientminus30","difference_1minus30","difference_Ambientminus4","Gene name","Product"
"81","sll1468",-0.213396736653432,-1.56875016119642,-0.675771940087432,-2.54416286025925,0.892978221108988,-0.975412699062831,1.35535342454299,-2.33076612360582,"crtR","beta-carotene hydroxylase"
"82","slr1364",-3.3229176319797,-3.10343420073394,-3.09268075089879,-2.32486544167649,0.0107534498351516,0.778568759057451,-0.219483431245757,0.998052190303208,"bioB","biotin synthetase"
"83","slr0917",-5.20686012028344,-4.53495690143542,-5.40075663612763,-3.29089858783884,-0.865799734692213,1.24405831359658,-0.671903218848017,1.9159615324446,"bioF","7-keto-8-aminopelargonic acid synthetase"
"84","slr1365",-2.52249089045598,-3.05948297755577,-2.17166924012661,-0.807874180620296,0.887813737429156,2.25160879693547,0.536992087099788,1.71461670983568,"bioY","hypothetical protein"
"85","sll1655",-1.54244714901932,-0.309953997821414,-0.986262147613489,0.270148166484905,-0.676308149792074,0.580102164306319,-1.23249315119791,1.81259531550423,"birA","similar to biotin [acetyl-CoA-carboxylase] liga se"
"86","slr0319",0.0520642870806878,0.0908956040529781,0.286309743318368,0.0601179755791996,0.195414139265389,-0.0307776284737785,-0.0388313169722903,0.0080536884985118,"blaOXA-3","beta-lactamase"
"87","sll0374",-0.65477167819659,-1.82824739159255,-0.552299436236225,0.00780041601203377,1.27594795535633,1.83604780760459,1.17347571339596,0.662572094208624,"urtE","urea transport system ATP-binding protein"
"88","slr0119",-1.60132990883819,-1.56647686584044,-1.1303468445809,-0.613103194687639,0.436130021259549,0.953373671152806,-0.0348530429977434,0.988226714150549,"brkB","hypothetical protein"
"89","sll0634",-5.37692565389123,-2.43567153008608,-4.9594767278363,-3.65371388217898,-2.52380519775021,-1.2180423520929,-2.94125412380515,1.72321177171225,"btpA","photosystem I biogenesis protein BtpA"
"90","slr1784",-7.45359771519564,-0.773686049363837,-2.8157397392001,-0.220019258981602,-2.04205368983626,0.553666790382235,-6.6799116658318,7.23357845621404,"bvdR","biliverdin reductase"
"91","sll1683",0.225182675761865,0.201529535911663,0.0821158077425046,0.249387447458707,-0.119413728169159,0.0478579115470442,0.0236531398502018,0.0242047716968425,"cad","lysine decarboxylase"
"92","slr1764",0.240100113579157,0.367300146314145,0.230207733305496,0.109535647506071,-0.137092413008648,-0.257764498808074,-0.127200032734988,-0.130564466073086,"capA","similar to tellurium resistance protein TerE"
"93","sll1498",-4.58114571527845,-2.45859280556369,-4.03444557251554,-2.75869072188867,-1.57585276695184,-0.300097916324976,-2.12255290971476,1.82245499338978,"carA","carbamoyl-phosphate synthase small chain"
"94","sll0370",-5.40200378323951,-4.79633335964004,-6.46992414513143,-3.04795209893633,-1.67359078549139,1.74838126070371,-0.605670423599463,2.35405168430317,"pyrA","carbamoyl-phosphate synthase;  pyrimidine-specif ic;  large chain"
"95","sll1869",-1.2540339528712,-0.152606729271705,-0.298803388236269,-1.09799876911819,-0.146196658964564,-0.945392039846481,-1.10142722359949,0.156035183753013,"cbaB","probable dioxygenase;  Rieske iron-sulfur compon ent"
"96","sll0018",-7.78111689586643,-3.08717075071604,-5.45283729966677,-5.96961526656217,-2.36566654895073,-2.88244451584613,-4.69394614515039,1.81150162930425,"fbaA;  fda","fructose-bisphosphate aldolase;  class II"
"97","sll1349",0.246550386553865,0.401862347345695,0.270128029683875,0.00925386935586868,-0.13173431766182,-0.392608477989827,-0.15531196079183,-0.237296517197996,"cbbZp","phosphoglycolate phosphatase"
"98","sll1501",-2.64542954088207,-1.16107314361806,-1.94077749863733,-0.911451453656987,-0.779704355019279,0.249621689961069,-1.48435639726401,1.73397808722508,"cobB","cobyrinic acid a; c-diamide synthase"
"99","slr1925",-0.314942518581543,0.338156124466286,-0.608396222852371,-0.352507896433759,-0.946552347318657,-0.690664020900045,-0.653098643047829,-0.0375653778522155,"cobD","cobalamin biosynthesis protein CobD"
"100","sll0916",-1.32159614720512,-0.714409408454345,-1.81087586503993,0.22489688020707,-1.09646645658559,0.939306288661415,-0.607186738750773,1.54649302741219,"cobH","precorrin isomerase;  precorrin-8X methylmutase"
"101","slr1538",-2.90284470200149,-2.09128088361827,-2.5246571840703,-0.30177340963667,-0.433376300452026,1.7895074739816,-0.811563818383222,2.60107129236482,"cbiD","cobalamin biosynthesis protein D"
"102","sll0099",-0.242141965919611,-1.19224808629712,-0.557124075416528,0.0615279614427297,0.635124010880589,1.25377604773985,0.950106120377506,0.303669927362341,"cbiE;  cbiT;  cobL","precorrin-6y C5;  15-methyltransferase (decarbox ylating)"
"103","slr0239",-2.1515182562443,-1.655007893169,-2.54660459292358,0.108939794627032,-0.891596699754583,1.76394768779603,-0.496510363075294,2.26045805087133,"cobM","precorrin-4 C11-methyltransferase"
"104","slr0969",-3.74048354640479,-1.10262610837122,-2.71318666798601,-0.477567993369862,-1.61056055961479,0.625058115001356,-2.63785743803357,3.26291555303492,"cobJ","precorrin methylase"
"105","slr1879",-1.5080194083868,-0.619404594578669,-1.62569344887473,-0.384033912675828,-1.00628885429606,0.23537068190284,-0.888614813808134,1.12398549571097,"cobI","precorrin-2 methyltransferase"
"106","sll0383",-0.461766438559317,-0.189844634484346,-0.492649459075772,0.0603784289496651,-0.302804824591426,0.250223063434011,-0.271921804074971,0.522144867508982,"cbiM","cobalamin biosynthesis protein M"
"107","slr0618",-1.57296466032797,-0.106596644737171,-1.21333829867321,0.0266009661023246,-1.10674165393604,0.133197610839496,-1.4663680155908,1.59956562643029,"cobQ","cobyric acid synthase"
"108","slr1368",-0.583528360063993,-2.81794929306811,-0.549356947688023,-0.47177448026796,2.26859234538009,2.34617481280015,2.23442093300412,0.111753879796033,"cobL","precorrin decarbocylase"
"109","sll0934",-4.37945023653003,-2.28100250256048,-3.57848597552635,-2.00853252441845,-1.29748347296586,0.272469978142035,-2.09844773396954,2.37091771211158,"ccmA","carboxysome formation protein CcmA"
"110","sll1029",-4.48567011750151,-0.563273643896764,-0.0164015052933939,-3.1983036853462,0.54687213860337,-2.63503004144943,-3.92239647360475,1.28736643215531,"ccmK1","carbon dioxide concentrating mechanism protein CcmK"
"111","sll1028",-3.88575275354694,-0.617144181995561,-0.0232484044830512,-2.83753364047688,0.59389577751251,-2.22038945848132,-3.26860857155138,1.04821911307005,"ccmK2","carbon dioxide concentrating mechanism protein CcmK"
"112","slr1838",-1.27286156252876,-0.0264023633575376,-0.571245184439221,-0.112642674992134,-0.544842821081684,-0.0862403116345968,-1.24645919917123,1.16021888753663,"ccmK3","carbon dioxide concentrating mechanism protein CcmK homolog 3;  putative carboxysome assembly protein"
"113","slr1839",-3.15231704201903,1.09851725169295,-2.13589804306105,-1.30339420735318,-3.23441529475399,-2.40191145904613,-4.25083429371197,1.84892283466584,"ccmK4","carbon dioxide concentrating mechanism protein CcmK homolog 4;  putative carboxysome assembly protein"
"114","slr0436",-4.56169156891008,-2.40088854075444,-1.68148097862791,-3.29377565904089,0.719407562126535,-0.892887118286445,-2.16080302815564,1.26791590986919,"ccmO","carbon dioxide concentrating mechanism protein CcmO"
"115","sll1030",-3.81229003064087,-0.554921794100163,0.121034261655766,-2.52651675567876,0.67595605575593,-1.97159496157859,-3.2573682365407,1.28577327496211,"ccmL","carbon dioxide concentrating mechanism protein CcmL;  putative carboxysome assembly protein"
"116","sll1031",-3.19115355791078,-0.648090421659913,-0.191587645543257,-1.83532379828716,0.456502776116656,-1.18723337662725,-2.54306313625087,1.35582975962362,"ccmM","carbon dioxide concentrating mechanism protein CcmM;  putative carboxysome structural protein"
"117","sll1032",-1.4433053677223,-0.464030384196843,-0.090999078843083,-0.330236648605445,0.37303130535376,0.133793735591398,-0.979274983525456,1.11306871911685,"ccmN","carbon dioxide concentrating mechanism protein CcmN;  putative carboxysome assembly protein"
"118","sll1513",-3.24935529201804,-0.4095303802638,-2.39584322178133,-1.85961363906919,-1.98631284151753,-1.45008325880539,-2.83982491175424,1.38974165294885,"ccsA;  ycf5","c-type cytochrome synthesis protein"
"119","slr1369",-3.90107026658094,-2.94508521073519,-3.43278651494663,-2.6010487527601,-0.487701304211441,0.344036457975086,-0.955985055845749,1.30002151382083,"cdsA","phosphatidate cytidylyltransferase"
"120","slr2143",0.0605881022809736,-0.468031011151656,0.0189465756816345,0.00598999348041206,0.48697758683329,0.474021004632068,0.528619113432629,-0.0545981088005616,"cefD","L-cysteine/cystine lyase"
"121","sll0807",-5.71447359104134,-2.27254600674284,-2.73914737204878,-4.89171582496357,-0.466601365305936,-2.61916981822073,-3.4419275842985,0.822757766077775,"rpe","pentose-5-phosphate-3-epimerase"
"122","slr0772",0.381227643254043,0.108613730109822,0.491557910277817,0.28879281885227,0.382944180167995,0.180179088742448,0.272613913144221,-0.0924348244017734,"chlB","light-independent protochlorophyllide reductase subunit ChlB"
"123","slr1777",-4.30674044122984,-2.18277061295308,-3.79708708098834,-1.39623928395782,-1.61431646803526,0.78653132899526,-2.12396982827675,2.91050115727201,"chlD","magnesium protoporphyrin IX chelatase subunit D"
"124","slr0056",-4.49867031268723,-2.25668575852621,-2.78786355476717,-1.21612752478604,-0.531177796240959,1.04055823374018,-2.24198455416101,3.28254278790119,"chlG","chlorophyll a synthase"
"125","slr1055",-6.01982912177752,-2.39956826516544,-5.75662926588722,-4.45630857352647,-3.35706100072178,-2.05674030836103,-3.62026085661208,1.56352054825105,"chlH","magnesium protoporphyrin IX chelatase subunit H"
"126","slr1030",-5.32344404891811,-2.06372494109949,-3.11573719097099,-3.58597500258156,-1.0520122498715,-1.52225006148207,-3.25971910781862,1.73746904633655,"chlI","magnesium protoporphyrin IX chelatase subunit I"
"127","slr0749",0.0626676900418444,0.288154289237306,0.115130941501272,0.183420151096443,-0.173023347736034,-0.104734138140864,-0.225486599195462,0.120752461054598,"chlL","light-independent protochlorophyllide reductase iron protein subunit ChlL"
"128","slr0525",-4.08229939099299,-3.42254802988155,-2.55235042594144,-5.02725893475574,0.870197603940107,-1.60471090487419,-0.659751361111443,-0.944959543762747,"chlM","Mg-protoporphyrin IX methyl transferase"
"129","slr0750",0.144522755956915,0.271923605744554,0.251229294646283,0.115168258478189,-0.0206943110982708,-0.156755347266365,-0.127400849787639,-0.0293544974787264,"chlN","light-independent protochlorophyllide reductase subunit ChlN"
"130","slr1457",0.2148013526968,0.178319250956039,0.0156332519437901,-0.00650719824226171,-0.162685999012249,-0.184826449198301,0.0364821017407609,-0.221308550939062,"chrA","chromate transport protein"
"131","sll0891",-0.723469408500437,-1.52597209065199,-0.784896530922836,0.0219705478602309,0.741075559729152,1.54794263851222,0.802502682151551,0.745439956360667,"citH","malate dehydrogenase"
"132","sll1298",0.436950231858215,0.122189998263612,0.0363378384232698,0.275747589104076,-0.0858521598403422,0.153557590840464,0.314760233594603,-0.161202642754139,"clcD","putative carboxymethylenebutenolidase"
"133","slr1641",-0.47481455235347,-0.426556110296719,-0.549286499008843,0.400894988171658,-0.122730388712124,0.827451098468377,-0.0482584420567507,0.875709540525128,"clpB1","ClpB protein"
"134","slr0156",-4.23591041032587,-2.50115164815251,-2.81633233516115,-5.30279556014703,-0.315180687008631,-2.80164391199451,-1.73475876217335,-1.06688514982116,"clpB2","ClpB protein"
"135","sll0020",-4.50289074206782,-2.83832288453987,-4.84609934687292,-2.80035339626276,-2.00777646233305,0.0379694882771124,-1.66456785752794,1.70253734580506,"clpC","ATP-dependent Clp protease ATPase subunit"
"136","slr0164",-4.21433424996242,-0.982483160622888,-3.39879528007975,-2.74560106885069,-2.41631211945686,-1.76311790822781,-3.23185108933954,1.46873318111173,"clpP4","ATP-dependent Clp protease proteolytic subunit"
"137","slr0165",-4.16188693631198,-1.74874814363228,-2.85720674330838,-1.60522117032881,-1.1084585996761,0.143526973303478,-2.4131387926797,2.55666576598318,"clpP3","ATP-dependent Clp protease proteolytic subunit"
