"","locus","CO2_30percent","CO2_4percent","difference","Gene name","Product"
"49","sll0902",0.496285074901663,-0.386923782928871,-0.883208857830534,"argF","ornithine carbamoyltransferase"
"50","slr0585",-1.20368307016824,-1.56340377014409,-0.359720699975856,"argG","argininosuccinate synthetase"
"51","slr1133",-2.37681790178568,-2.49097672968876,-0.114158827903087,"argH","L-argininosuccinate lyase"
"52","sll1883",-0.355420854876631,-1.31425455353121,-0.958833698654576,"argJ","arginine biosynthesis bifunctional protein ArgJ"
"53","sll0502",-3.34316505127225,-3.92250955194043,-0.579344500668182,"argS","arginyl-tRNA-synthetase"
"54","slr0444",-1.92709761502519,-4.59929166836877,-2.67219405334358,"aroA","3-phosphoshikimate 1-carboxyvinyltransferase"
"55","slr2130",-2.87074540076188,-4.90275806770837,-2.03201266694649,"aroB","3-dehydroquinate synthase"
"56","sll1747",-2.20375942376971,-3.84907717649223,-1.64531775272251,"aroC","chorismate synthase"
"57","slr1559",-1.52397516417021,-2.86066736678232,-1.3366922026121,"aroE","shikimate 5-dehydrogenase"
"58","sll0109",-2.41700794426553,-0.540910937962566,1.87609700630296,"aroH","chorismate mutase"
"59","sll1669",-2.58235537025716,-3.06997070821379,-0.48761533795663,"aroK","shikimate kinase"
"60","sll1112",-1.40141905889808,-2.36973164414086,-0.968312585242784,"aroQ","3-dehydroquinate dehydratase"
"61","sll1957",-0.327124092358136,0.312096269368881,0.639220361727016,"arsA","transcriptional regulator"
"62","slr0946",0.0880011101665661,0.222181225450178,0.134180115283612,"arsC","arsenate reductase"
"63","slr0549",-1.86415876349916,-2.05479566668347,-0.190636903184307,"asd","aspartate beta-semialdehyde dehydrogenese"
"64","sll1766",-0.154895603542356,0.341919456512043,0.496815060054399,"aslB","hypothetical protein"
"65","sll0495",-1.23561879811005,-1.24986642958041,-0.0142476314703595,"asnS","asparaginyl-tRNA synthetase"
"66","slr1705",-0.0734514277473948,0.264889043648933,0.338340471396328,"aspA","aspartoacylase"
"67","sll0402",-3.33882995456674,-2.48485316822848,0.853976786338257,"aspC","aspartate aminotransferase"
"68","slr0036",-0.1314937894748,0.226386002207273,0.357879791682073,"aspC","aspartate aminotransferase"
"69","sll0006",-1.21588500370222,-1.47083885246278,-0.254953848760553,"aspC","putative aminotransferase"
"70","slr1720",-3.75653036322697,-4.13884143113354,-0.382311067906574,"aspS","aspartyl-tRNA synthetase"
"71","sll1321",-1.87440804920051,-3.1507394099135,-1.276331360713,"atp1","hypothetical protein"
"72","sll1326",-1.43577096601288,-2.22784068105041,-0.792069715037533,"atpA","ATP synthase alpha chain"
"73","slr1329",-2.72803715346222,-4.1830916739111,-1.45505452044888,"atpB","ATP synthase beta subunit"
"74","sll1327",-2.93040016962122,-4.8383196414788,-1.90791947185758,"atpC","ATP synthase gamma chain"
"75","sll1325",-2.25910675525375,-3.50858171419285,-1.24947495893909,"atpD","ATP synthase delta chain of CF(1)"
"76","slr1330",-5.49723727496229,-7.80205356532008,-2.30481629035779,"atpE","ATP synthase epsilon chain of CF(1)"
"77","sll1324",-2.30429727115955,-2.8318685656632,-0.527571294503642,"atpF","ATP synthase B chain (subunit I) of CF(0)"
"78","sll1323",-1.8881755315324,-1.97001480763141,-0.0818392760990121,"atpG","ATP synthase subunit b' of CF(0)"
"79","ssl2615",-0.921068339363115,-1.57854143414571,-0.657473094782591,"atpH","ATP synthase C chain of CF(0)"
"80","sll1322",-1.88545323108878,-2.61142522403976,-0.725971992950983,"atpI","ATP synthase A chain of CF(0)"
"81","ssr2049",-0.042617543480954,0.0108741379936284,0.0534916814745824,"bchB","unknown protein"
"82","slr0905",-0.847077380285139,0.219155014745607,1.06623239503075,"bchE","Mg-protoporphyrin IX monomethyl ester oxidative cyclase"
"83","sll0221",0.0149217348902893,-0.474639316168891,-0.48956105105918,"bcp","bacterioferritin comigratory protein"
"84","slr0242",-2.40399878207728,-0.0489297647341526,2.35506901734312,"bcp","bacterioferritin comigratory protein homolog"
"85","sll1341",0.171487325471299,0.300874295532264,0.129386970060966,"bfr","bacterioferritin"
"86","slr1890",0.118007156455449,0.136586995239275,0.0185798387838251,"bfr","bacterioferritin"
"87","sll1538",-1.01716577972507,0.171359144301924,1.18852492402699,"bgl","similar to beta-hexosaminidase a precursor"
"88","sll1468",-1.5700895311752,-0.626482087728027,0.943607443447169,"crtR","beta-carotene hydroxylase"
"89","slr1364",-3.05980879611098,-2.96970708095029,0.0901017151606895,"bioB","biotin synthetase"
"90","slr0917",-4.41754793770902,-5.17221668676945,-0.754668749060434,"bioF","7-keto-8-aminopelargonic acid synthetase"
"91","slr1365",-3.07911455938814,-1.68269377093262,1.39642078845552,"bioY","hypothetical protein"
"92","sll1655",-0.316149770036641,-1.08332158791541,-0.767171817878764,"birA","similar to biotin [acetyl-CoA-carboxylase] liga se"
"93","slr0319",0.117300523440973,0.297450315671332,0.18014979223036,"blaOXA-3","beta-lactamase"
"94","sll0374",-1.50823944290821,-0.419534267480686,1.08870517542753,"urtE","urea transport system ATP-binding protein"
"95","slr0119",-1.40204116548988,-0.64035830016219,0.761682865327691,"brkB","hypothetical protein"
"96","sll0634",-2.51432035419492,-5.1239996712478,-2.60967931705288,"btpA","photosystem I biogenesis protein BtpA"
"97","slr1784",-0.823448700121722,-2.96449020795262,-2.1410415078309,"bvdR","biliverdin reductase"
"98","sll1683",0.242253717772823,0.0678393607195461,-0.174414357053277,"cad","lysine decarboxylase"
"99","slr1764",0.360103866585624,0.238914897019488,-0.121188969566135,"capA","similar to tellurium resistance protein TerE"
"100","sll1498",-2.45642641367616,-4.05889160589235,-1.60246519221619,"carA","carbamoyl-phosphate synthase small chain"
"101","sll0370",-4.68677670205656,-6.41096240227364,-1.72418570021708,"pyrA","carbamoyl-phosphate synthase;  pyrimidine-specif ic;  large chain"
"102","sll1869",-0.207954806315834,-0.358328327777828,-0.150373521461994,"cbaB","probable dioxygenase;  Rieske iron-sulfur compon ent"
"103","sll0018",-3.43670416472458,-5.92531614685354,-2.48861198212896,"fbaA;  fda","fructose-bisphosphate aldolase;  class II"
"104","sll1349",0.41769540418246,0.273985861546057,-0.143709542636403,"cbbZp","phosphoglycolate phosphatase"
"105","sll1501",-1.09146330974169,-1.87763374745803,-0.786170437716345,"cobB","cobyrinic acid a; c-diamide synthase"
"106","slr1925",0.382043098649925,-0.606672296422668,-0.988715395072593,"cobD","cobalamin biosynthesis protein CobD"
"107","sll0916",-0.635950287582038,-1.99779659794973,-1.36184631036769,"cobH","precorrin isomerase;  precorrin-8X methylmutase"
"108","slr1538",-2.1215889498099,-2.60875749047505,-0.487168540665152,"cbiD","cobalamin biosynthesis protein D"
"109","sll0099",-1.37607365135164,-0.620298058483645,0.755775592868,"cbiE;  cbiT;  cobL","precorrin-6y C5;  15-methyltransferase (decarbox ylating)"
"110","slr0239",-1.33990547664382,-2.32032177780247,-0.980416301158648,"cobM","precorrin-4 C11-methyltransferase"
"111","slr0969",-1.1113541649928,-2.71128356867689,-1.59992940368409,"cobJ","precorrin methylase"
"112","slr1879",-0.548576011945733,-1.61938018037573,-1.07080416843,"cobI","precorrin-2 methyltransferase"
"113","sll0383",-0.201597950325987,-0.339149649940683,-0.137551699614696,"cbiM","cobalamin biosynthesis protein M"
"114","slr0618",-0.0495222795070943,-1.05117923130102,-1.00165695179392,"cobQ","cobyric acid synthase"
"115","slr1368",-3.01555541141969,-0.630526673060887,2.3850287383588,"cobL","precorrin decarbocylase"
"116","sll0934",-2.23967911161199,-3.50754836577445,-1.26786925416245,"ccmA","carboxysome formation protein CcmA"
"117","sll1028",-0.626149943901144,-0.0345138445747426,0.591636099326401,"ccmK2","carbon dioxide concentrating mechanism protein CcmK"
"118","slr1838",0.000791160133248861,-0.535482120580214,-0.536273280713463,"ccmK3","carbon dioxide concentrating mechanism protein CcmK homolog 3;  putative carboxysome assembly protein"
"119","slr1839",1.08017738560307,-2.06685774571035,-3.14703513131342,"ccmK4","carbon dioxide concentrating mechanism protein CcmK homolog 4;  putative carboxysome assembly protein"
"120","slr0436",-2.69016640163733,-1.85360357121046,0.836562830426865,"ccmO","carbon dioxide concentrating mechanism protein CcmO"
"121","sll1029",-0.733086100826961,0.0243621678517772,0.757448268678738,"ccmK1","carbon dioxide concentrating mechanism protein CcmK"
"122","sll1030",-0.512718281282527,0.198012925876067,0.710731207158593,"ccmL","carbon dioxide concentrating mechanism protein CcmL;  putative carboxysome assembly protein"
"123","sll1031",-1.15833738946397,-0.325494256734069,0.832843132729905,"ccmM","carbon dioxide concentrating mechanism protein CcmM;  putative carboxysome structural protein"
"124","sll1032",-0.517844912794982,-0.0279885051981912,0.489856407596791,"ccmN","carbon dioxide concentrating mechanism protein CcmN;  putative carboxysome assembly protein"
"125","sll1513",-0.350197471679622,-2.34710627501522,-1.99690880333559,"ccsA;  ycf5","c-type cytochrome synthesis protein"
"126","slr1369",-3.27935946176266,-3.94585492617382,-0.666495464411166,"cdsA","phosphatidate cytidylyltransferase"
"127","slr2143",-0.709499150944871,-0.0213876306193455,0.688111520325525,"cefD","L-cysteine/cystine lyase"
"128","sll0807",-1.21516589266258,-2.13262445488159,-0.917458562219014,"rpe","pentose-5-phosphate-3-epimerase"
"129","slr0772",0.164301872966564,0.450447614577938,0.286145741611374,"chlB","light-independent protochlorophyllide reductase subunit ChlB"
"130","slr1777",-2.2138172216429,-3.77505632829983,-1.56123910665693,"chlD","magnesium protoporphyrin IX chelatase subunit D"
"131","slr0056",-2.312568502023,-2.89707267935071,-0.58450417732771,"chlG","chlorophyll a synthase"
"132","slr1055",-2.52157708439308,-5.83366450344353,-3.31208741905046,"chlH","magnesium protoporphyrin IX chelatase subunit H"
"133","slr1030",-2.12489449799024,-3.26349610588655,-1.13860160789631,"chlI","magnesium protoporphyrin IX chelatase subunit I"
"134","slr0749",0.287998460228897,0.116986736616684,-0.171011723612213,"chlL","light-independent protochlorophyllide reductase iron protein subunit ChlL"
"135","slr0525",-3.40559666077954,-2.51948813714989,0.886108523629658,"chlM","Mg-protoporphyrin IX methyl transferase"
"136","slr0750",0.295790229611043,0.277350349100635,-0.0184398805104074,"chlN","light-independent protochlorophyllide reductase subunit ChlN"
"137","slr1457",0.242320886353604,0.0331036836412128,-0.209217202712391,"chrA","chromate transport protein"
"138","sll0891",-1.74677801599757,-0.936938528393799,0.809839487603775,"citH","malate dehydrogenase"
"139","sll1298",0.25962326511737,0.109941870642961,-0.14968139447441,"clcD","putative carboxymethylenebutenolidase"
"140","slr0156",-2.68244903596824,-2.86269080645591,-0.180241770487671,"clpB2","ClpB protein"
"141","slr1641",-0.0948100655933246,-0.264094866832069,-0.169284801238744,"clpB1","ClpB protein"
"142","sll0020",-3.01975106319198,-5.17865524803023,-2.15890418483826,"clpC","ATP-dependent Clp protease ATPase subunit"
"143","slr0165",-1.68163989942142,-2.79910830232781,-1.11746840290638,"clpP3","ATP-dependent Clp protease proteolytic subunit"
"144","slr0542",-4.48628293523943,-4.61601666531576,-0.129733730076333,"clpP","ATP-dependent protease ClpP"
"145","sll0534",-1.47282666848338,-3.5955649009921,-2.12273823250872,"clpP2","ATP-dependent Clp protease proteolytic subunit 2"
"146","slr0164",-0.865734330271896,-3.23929346182066,-2.37355913154876,"clpP4","ATP-dependent Clp protease proteolytic subunit"
"147","sll0535",0.46120273410187,-0.936440221568549,-1.39764295567042,"clpX","ATP-dependent Clp protease ATPase subunit"
"148","slr0040",-3.71724279807471,-5.41917082390241,-1.7019280258277,"cmpA","bicarbonate transport system substrate-binding protein"
"149","slr0041",-0.593342807984429,-0.122067931048354,0.471274876936075,"cmpB","bicarbonate transport system permease protein"
"150","sll0030",0.136785645544297,-0.135850961373534,-0.272636606917831,"cmpR","cmp operon transcriptional regulator;  LysR fami ly protein"
"151","slr0260",0.269316250502057,0.271986268303315,0.00267001780125775,"cobO","cob(I)alamin adenosyltransferase"
"152","slr1211",0.507507158480123,0.472680875718773,-0.0348262827613504,"cobN","cobalt-chelatase subunit CobN"
"153","sll1890",-2.56906129177452,-3.09831316014872,-0.529251868374197,"cobN","cobalt-chelatase subunit CobN-like protein"
"154","slr0216",-0.0188985635381716,-0.467525439008261,-0.448626875470089,"cobP","bifunctional cobalamin biosynthesis protein Cob P"
"155","slr0502",-0.997335705745643,-1.60578229442116,-0.608446588675513,"cobW","cobalamin synthesis protein cobW homolog"
"156","slr1237",0.274249106523927,-1.03232022614776,-1.30656933267168,"codA","cytosine deaminase"
"157","sll1929",-2.50429002962871,-1.05509970422369,1.44919032540502,"comE","competence protein ComE"
"158","sll1578",1.19711477625513,-3.23386741511491,-4.43098219137004,"cpcA","phycocyanin alpha subunit"
"159","sll1577",0.923310187391292,-3.76926792810755,-4.69257811549885,"cpcB","phycocyanin beta subunit"
"160","sll1579",2.28275176344456,-1.7061501000785,-3.98890186352306,"cpcC2","phycobilisome rod linker polypeptide"
"161","sll1580",2.27281857182971,-2.04059529032387,-4.31341386215358,"cpcC1","phycobilisome rod linker polypeptide"
"162","ssl3093",0.00723550950898551,0.116705307960231,0.109469798451246,"cpcD","phycobilisome small rod linker polypeptide"
"163","slr1878",1.92652959398915,-1.96385517019542,-3.89038476418456,"cpcE","phycocyanin alpha-subunit phycocyanobilin lyase"
"164","sll1051",2.52319667140791,-1.00295970379843,-3.52615637520634,"cpcF","phycocyanin alpha-subunit phycocyanobilin lyase"
"165","sll1471",0.555369678232444,0.427606985042497,-0.127762693189947,"cpcG2","phycobilisome rod-core linker polypeptide"
"166","slr2051",2.59240815931106,-2.4825228908841,-5.07493105019516,"cpcG1","phycobilisome rod-core linker polypeptide"
"167","slr0739",-2.60145985055718,-4.46841321100909,-1.86695336045191,"crtE","geranylgeranyl pyrophosphate synthase"
"168","slr0088",0.884892501482276,-0.0496950883865401,-0.934587589868816,"crtO","beta-carotene ketolase"
"169","slr0940",-1.43744425124954,-1.54512900696145,-0.107684755711912,"crtQ-2","zeta-carotene desaturase"
"170","slr1125",2.25284919608217,-0.318506683993317,-2.57135588007549,"crtX","probable glucosyl transferase"
"171","slr1448",-0.913148136962484,-0.00900147777298623,0.904146659189498,"cscK","fructokinase"
"172","sll1704",0.144039094216051,0.0022003042961175,-0.141838789919933,"csgA","probable short chain dehydrogenase"
"173","sll1899",-0.215644585463219,0.232100140744699,0.447744726207918,"ctaB","cytochrome c oxidase folding protein"
"174","sll0813",-0.738909690622656,-0.108036703112775,0.630872987509881,"ctaC","cytochrome c oxidase subunit II"
"175","slr1136",0.522912054388849,0.135258376565669,-0.38765367782318,"ctaCI","cytochrome c oxidase subunit II"
"176","slr2082",-0.114470436006036,0.0636353729526483,0.178105808958684,"ctaDII","cytochrome c oxidase subunit I"
"177","slr1137",-0.171659561645754,0.192345198078931,0.364004759724685,"ctaDI","cytochrome c oxidase subunit I"
"178","slr2083",-0.642082485886761,-0.712209425863145,-0.0701269399763832,"ctaEII","cytochrome c oxidase subunit III"
"179","slr1138",0.283002714252448,-0.084061026250487,-0.367063740502935,"ctaEI","cytochrome c oxidase subunit III"
"180","slr0008",-0.920546220388563,-1.14485216820394,-0.22430594781538,"ctpA","carboxyl-terminal processing protease"
"181","slr0257",-0.766022152341791,-0.344728698330151,0.421293454011641,"ctpB","periplasmic carboxyl-terminal protease"
"182","slr1991",-0.204480108292258,-0.225518958388638,-0.0210388500963806,"cya1","adenylate cyclase"
"183","sll0646",-1.57446043137225,-1.1630810552958,0.411379376076449,"cya2","guanylyl cyclase"
"184","slr1379",-0.490684310060247,-0.0244718122161113,0.466212497844135,"cydA","quinol oxidase subunit I"
"185","slr1380",0.469770869986674,0.230663007096996,-0.239107862889678,"cydB","quinol oxidase subunit II"
"186","slr0899",-2.32871544872563,-1.13508110151999,1.19363434720564,"cynS","cyanate lyase"
"187","slr0574",0.151732900254531,-1.67081669240272,-1.82254959265725,"cyp","cytochrome P450"
"188","slr1251",0.26633926940209,-0.153363831607026,-0.419703101009116,"cyp","peptidyl-prolyl cis-trans isomerase"
"189","slr1455",-0.474566415752921,-0.536483668758003,-0.0619172530050817,"cysA","sulfate transport system ATP-binding protein"
"190","slr0676",-1.53966313328281,-1.98239217989748,-0.442729046614662,"cysC","adenylylsulfate kinase"
"191","slr1348",-1.30783820242646,-1.5526041175058,-0.244765915079338,"cysE","serine acetyltransferase"
"192","sll0378",-2.79193481045671,-1.72309089582327,1.06884391463344,"cobA","uroporphyrin-III C-methyltransferase"
"193","slr1791",-3.40595788236998,-4.14795145365008,-0.741993571280108,"cysH","phosphoadenosine phosphosulfate reductase"
"194","slr1842",-0.17988242183371,-0.17314986052659,0.00673256130712002,"cysK","cysteine synthase"
"195","sll0712",-1.06784942378009,-1.66253640963617,-0.594686985856089,"cysM","cysteine synthase"
"196","sll0895",-0.733343518548623,-2.04027621478067,-1.30693269623205,"cysQ","CysQ protein homolog"
"197","slr0958",-3.16671032215702,-4.75333668660605,-1.58662636444903,"cysS","cysteinyl-tRNA synthetase"
"198","slr1453",-0.914476184981223,-2.96462042829188,-2.05014424331066,"cysT","sulfate transport system permease protein"
"199","slr1454",-0.413331113674073,0.0964676499925433,0.509798763666616,"cysW","sulfate transport system permease protein"
"200","sll1245",1.38332354498025,0.0432554480941741,-1.34006809688607,"cytM","cytochrome cM"
"201","slr0646",-0.62705889201921,0.260297184245853,0.887356076265063,"dacB","probable D-alanyl-D-alanine carboxypeptidase"
"202","slr0804",-0.591192359132233,0.0550380506777828,0.646230409810016,"dacB","probable D-alanyl-D-alanine carboxypeptidase"
"203","slr0550",-2.52193193902889,-2.08645797987879,0.435473959150098,"dapA","dihydrodipicolinate synthase"
"204","sll1058",-1.85303183808393,-2.82875118110445,-0.975719343020525,"dapB","dihydrodipicolinate reductase"
"205","slr1665",-1.1754122553634,-3.04330234259105,-1.86789008722765,"dapF","diaminopimelate epimerase"
"206","ssl2296",0.0718922912894747,0.300678972151673,0.228786680862199,"dcoH","pterin-4a-carbinolamine dehydratase"
"207","sll1314",-0.224089603654394,-0.252065458854553,-0.0279758552001596,"dctP","putative C4-dicarboxylase binding protein;  peri plasmic protein"
"208","slr1556",-0.408045365975644,0.236648356335732,0.644693722311376,"ddh","2-hydroxyacid dehydrogenase homolog"
"209","slr1874",-3.99938537294718,-3.13998346033072,0.859401912616454,"ddl","D-alanine--D-alanine ligase"
"210","slr0083",1.1166363323467,-0.107892462196744,-1.22452879454345,"crhR","RNA helicase Light"
"211","slr1549",0.159892420646746,-1.28693968599953,-1.44683210664628,"def","polypeptide deformylase"
"212","slr1666",-2.69920770327367,-2.75680979809596,-0.0576020948222906,"degT","pleiotropic regulatory protein homolog"
"213","sll1776",-3.85685187157102,-3.35133555900603,0.505516312564991,"deoC","deoxyribose-phosphate aldolase"
"214","slr1350",0.421788267686655,-0.393084897191385,-0.81487316487804,"desA","acyl-lipid desaturase (delta 12)"
"215","sll1441",-1.77087103761813,-3.48965033450263,-1.7187792968845,"desB","acyl-lipid desaturase (omega-3)"
"216","sll0541",-3.46889424965199,-4.75215179921581,-1.28325754956382,"desC; des9","acyl-lipid desaturase (delta 9)"
"217","sll0262",0.250873861153365,-1.11255124918609,-1.36342511033946,"desD","acyl-lipid desaturase (delta 6)"
"218","sll1479",-0.149520389215441,0.396739637759789,0.54626002697523,"devB","6-phosphogluconolactonase"
"219","sll0250",-1.84682746384343,-3.10119914949241,-1.25437168564898,"dfp","pantothenate metabolism flavoprotein"
"220","slr1706",-0.666727597430698,0.181190143308771,0.847917740739468,"dfrA","dihydroflavonol 4-reductase"
"221","sll0698",0.0228849567111754,-0.216128261688366,-0.239013218399542,"dspA;  dfr;  hik33;  nblS","drug sensory protein A;  low temperature sensor;  two-component sensor histidine kinase"
"222","slr0054",-2.63412788614119,-2.13567384661118,0.498454039530018,"dgkA","diacylglycerol kinase"
"223","sll0398",-2.45146852735008,-4.27567549051391,-1.82420696316383,"dgt","deoxyguanosinetriphosphate triphosphohydrolase"
"224","slr2041",-0.804423538666239,-2.56825723496555,-1.76383369629931,"divK","probable two-component response regulator"
"225","sll0848",0.740579032972016,-0.397978887081569,-1.13855792005359,"dnaA","chromosomal replication initiator protein DnaA"
"226","slr0833",-1.81750112788048,-3.84929729981743,-2.03179617193696,"dnaB","replicative DNA helicase [Contains: Ssp dnaB in tein]"
"227","slr0603",-0.522621565116693,-2.43528165123223,-1.91266008611554,"dnaE","DNA polymerase III alpha subunit [Contains: Ssp dnaE intein]"
"228","sll1572",-0.0926799577285796,0.119773225994369,0.212453183722948,"dnaE","DNA polymerase III alpha subunit [Contains: Ssp dnaE intein]"
"229","sll1868",-0.591122767638253,-3.20730692077584,-2.61618415313759,"dnaG","DNA primase"
"230","sll1933",-3.56128311642876,-4.30027769557991,-0.73899457915115,"dnaJ2","DnaJ protein;  heat shock protein 40;  molecular chaperone"
"231","slr0093",-0.719083952025342,-0.494517014808582,0.22456693721676,"dnaJ","DnaJ protein;  heat shock protein 40;  molecular chaperone"
"232","sll0897",-1.52285353924879,-1.4085811076085,0.114272431640293,"dnaJ1","DnaJ protein;  heat shock protein 40;  molecular chaperone"
"233","sll1666",-0.527711279747185,0.0215120045699264,0.549223284317112,"dnaJ","DnaJ-like protein"
"234","sll0170",-5.01752991514988,-5.46854686419072,-0.451016949040842,"dnaK2","DnaK protein 2;  heat shock protein 70;  molecula r chaperone"
"235","sll0058",0.107661106271573,0.128236634112703,0.0205755278411304,"dnaK1","DnaK protein 1;  heat shock protein 70;  molecula r chaperone"
"236","sll1932",-4.95354286375987,-3.78920938491665,1.16433347884321,"dnaK3","DnaK protein"
"237","slr0965",0.181688237531644,-0.420052941231404,-0.601741178763048,"dnaN","DNA polymerase III beta subunit"
"238","slr0446",-1.31160766252634,-1.66503935979367,-0.353431697267337,"dnaX","DNA polymerase III delta' subunit"
"239","sll1360",-3.13720133002942,-4.38463953352443,-1.247438203495,"dnaX","DNA polymerase III subunit gamma/tau [Contains: Ssp dnaX intein]"
"240","slr1943",-1.19517256015957,-0.573018920967268,0.622153639192298,"dpm1","probable glycosyltransferase"
"241","sll1540",-1.52882023585242,-0.524269624599756,1.00455061125266,"dpm1","dolichyl-phosphate-mannose synthase"
"242","slr1719",-3.32157556647529,-3.97097334225229,-0.649397775777002,"drgA","DrgA protein homolog"
"243","sll0621",-1.41685311133767,-2.48852978957952,-1.07167667824185,"ccdA","putative c-type cytochrome biogenesis protein C cdA"
