"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"syn00230","syn00230","Purine metabolism - Synechocystis sp. PCC 6803",46,-0.750737451359418,-1.31979768655899,0.000499162028709268,0.00304035053850191,0.00148076774066864,633,"tags=48%, list=12%, signal=42%","slr0676/sll0901/sll0578/sll0421/slr1159/slr0597/slr1165/sll1056/slr1722/slr0520/slr0838/sll0398/slr0591/sll0757/sll1823/slr0213/sll0469/slr1123/sll1815/slr1226/slr0519/slr1164"
"syn00400","syn00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Synechocystis sp. PCC 6803",18,-0.842962685032314,-1.43631830049654,0.00057820789790129,0.00322832742994887,0.00157231972236316,733,"tags=89%, list=14%, signal=76%","slr0055/sll1112/sll0402/sll1669/sll0934/slr0966/slr0738/sll1747/sll0356/sll1958/slr1867/sll1662/slr0444/slr2130/slr0546/slr0543"
"syn00860","syn00860","Porphyrin metabolism - Synechocystis sp. PCC 6803",54,-0.721724104306028,-1.27429748901717,0.000902146445822794,0.00464952399000978,0.00226449715145803,972,"tags=56%, list=19%, signal=45%","slr1879/sll0378/sll1501/sll0916/slr0239/sll0166/slr0525/sll0017/slr1538/slr0969/slr0839/slr0056/slr1784/slr0506/sll1214/sll0179/sll1890/slr1790/slr1030/sll0037/slr0116/slr1923/slr1887/slr1777/slr0536/sll1184/slr1808/sll1185/sll1994/slr1055"
"syn01210","syn01210","2-Oxocarboxylic acid metabolism - Synechocystis sp. PCC 6803",25,-0.7906553157112,-1.36010187238674,0.00113437529985045,0.00522641758343638,0.00254546653710177,817,"tags=76%, list=16%, signal=64%","slr0549/slr1289/sll0402/slr1022/slr1096/slr0032/sll1363/slr0186/slr1934/slr2088/slr1898/sll1721/sll0065/sll1444/sll1470/slr0452/slr1517/slr0657/sll1841"
"syn00620","syn00620","Pyruvate metabolism - Synechocystis sp. PCC 6803",29,-0.777553924017263,-1.34300324410332,0.00117009348882904,0.00522641758343638,0.00254546653710177,580,"tags=38%, list=11%, signal=34%","sll0728/slr1096/sll0053/slr0186/slr1934/slr0435/sll1721/sll0920/sll1275/sll0336/sll1841"
"syn00680","syn00680","Methane metabolism - Synechocystis sp. PCC 6803",21,-0.79211436418661,-1.35387228504899,0.00175006066634357,0.00732837904031369,0.00356920267477965,599,"tags=38%, list=12%, signal=34%","slr2094/sll0992/slr0752/sll1908/sll0920/sll0018/sll1931/slr1945"
"syn00770","syn00770","Pantothenate and CoA biosynthesis - Synechocystis sp. PCC 6803",15,-0.841609635366546,-1.41700120337363,0.00197798969985855,0.00779560646414842,0.00379676041458917,489,"tags=67%, list=10%, signal=60%","sll0892/sll0250/slr0032/slr0812/sll1363/slr0526/slr2088/sll0065/slr0495/slr0452"
"syn00290","syn00290","Valine, leucine and isoleucine biosynthesis - Synechocystis sp. PCC 6803",12,-0.867495839006434,-1.43999779422367,0.00223357785160812,0.00816239347809215,0.00397539980865446,458,"tags=75%, list=9%, signal=68%","slr0032/sll1363/slr0186/slr2088/sll0065/sll1444/sll1470/slr0452/slr1517"
"syn00010","syn00010","Glycolysis / Gluconeogenesis - Synechocystis sp. PCC 6803",29,-0.767798055489601,-1.32615275608314,0.00231470859826494,0.00816239347809215,0.00397539980865446,599,"tags=38%, list=12%, signal=34%","slr2094/sll1342/slr1096/slr0752/slr1934/slr1349/sll1721/sll1275/sll0018/sll1841/slr1945"
"syn03070","syn03070","Bacterial secretion system - Synechocystis sp. PCC 6803",14,-0.82691508115743,-1.39126732205211,0.00391973040078055,0.0131310968426148,0.00639534960127353,832,"tags=86%, list=16%, signal=72%","slr1471/slr0775/ssr3307/sll0616/ssl3335/slr1531/sll1814/slr2102/slr1046/slr0774/sll0194/ssl2823"
"syn03060","syn03060","Protein export - Synechocystis sp. PCC 6803",16,-0.800633393188594,-1.35498299009924,0.00827783355881746,0.0264102308781319,0.0128627990137013,832,"tags=81%, list=16%, signal=68%","slr1471/slr0775/ssr3307/slr1377/sll0616/ssl3335/slr1531/sll1814/slr2102/slr1046/slr0774/sll0194/ssl2823"
"syn00270","syn00270","Cysteine and methionine metabolism - Synechocystis sp. PCC 6803",21,-0.762576298166158,-1.3033861800784,0.0090967773177785,0.0277038218314163,0.0134928276005327,1002,"tags=67%, list=20%, signal=54%","slr1348/sll0712/slr1238/sll1234/slr0549/slr2059/slr0212/sll0402/sll0455/slr0032/sll1760/slr1938/sll1908/slr0657"
"syn00900","syn00900","Terpenoid backbone biosynthesis - Synechocystis sp. PCC 6803",14,-0.80266304301091,-1.35046377530921,0.010172722753912,0.0296335836744393,0.0144326958979987,649,"tags=71%, list=13%, signal=63%","slr0348/sll1945/slr0951/slr0611/slr1542/slr0739/sll0506/slr2136/sll0711/sll0019"
"syn00550","syn00550","Peptidoglycan biosynthesis - Synechocystis sp. PCC 6803",18,-0.769464375752745,-1.31108503863543,0.0150210945634592,0.0419338889896569,0.0204234180468086,1129,"tags=83%, list=22%, signal=65%","sll1833/slr1351/sll0034/slr0938/sll0657/slr1742/slr1874/slr1423/slr1424/sll2010/slr0528/sll0506/slr1656/sll0210/slr0017"
"syn02024","syn02024","Quorum sensing - Synechocystis sp. PCC 6803",25,-0.733444855586759,-1.26168723785619,0.0179092022181906,0.0479966619447509,0.0233762218426909,858,"tags=44%, list=17%, signal=37%","slr0401/slr1471/slr0055/ssr3307/slr0738/sll0616/ssl3335/slr0066/slr1531/sll1814/slr2102"
