"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0046872","GO:0046872","metal ion binding",219,-0.641770442541722,-1.16536666111589,0.000303036791116907,0.00333340470228598,0.00237789635134798,1189,"tags=37%, list=23%, signal=29%","ssr3184/slr1939/slr0900/sll1221/slr1549/slr1185/slr1167/slr2058/ssl0020/slr1516/slr0649/sll0825/slr0665/sll1499/slr7016/slr0901/slr0682/slr0067/slr1189/sll0868/slr0292/slr1646/slr1756/slr1238/sll0898/sll0915/sll0807/slr0054/sll1967/sll0176/sll1612/sll0257/slr2059/slr0348/sll2005/sll0578/sll1220/slr2094/sll1786/sll0622/slr1747/sll0657/sll0660/slr0839/slr0342/slr2075/slr0898/slr2043/sll1831/sll0250/slr1874/slr1848/sll1018/slr1790/slr0812/slr1159/sll0053/sll0037/slr1598/slr0738/slr1979/sll1959/sll1184/slr0611/slr0915/ssl0563/slr1542/slr0591/sll1185/sll0554/sll1470/slr2130/slr1255/sll1316/sll1443/sll1070/sll0851/slr0963/sll0370/sll0078"
"GO:0022627","GO:0022627","cytosolic small ribosomal subunit",11,-0.894424591930922,-1.47305497878479,0.000514236671396718,0.0051852197699169,0.0036988953556606,532,"tags=91%, list=10%, signal=82%","ssr1399/ssl3432/sll1822/sll1804/sll1817/sll1809/ssl1784/ssl3437/sll1097/sll1260"
"GO:0071555","GO:0071555","cell wall organization",23,-0.803934427399307,-1.38755529449353,0.000576462803642031,0.00536553840312967,0.00382752630758272,566,"tags=70%, list=11%, signal=62%","slr0938/sll0657/slr1742/slr1874/slr1423/slr1424/slr1267/sll2010/slr0528/sll0648/slr0488/slr1656/slr1746/sll0210/slr0017/sll0899"
"GO:1990904","GO:1990904","ribonucleoprotein complex",15,-0.857537869569861,-1.44696589877953,0.000689008941973431,0.00595500585562751,0.00424802505577604,471,"tags=73%, list=9%, signal=67%","slr1356/ssl0601/sll1800/sll1824/ssr1398/sll1805/slr1678/sll1807/ssl3445/smr0011/sml0006"
"GO:0008270","GO:0008270","zinc ion binding",58,-0.720863792411333,-1.28320562004087,0.000838035087366355,0.00676014970475526,0.00482237734484499,670,"tags=43%, list=13%, signal=38%","slr0406/sll1343/slr0938/slr0212/sll0567/slr1390/slr1347/sll0179/slr0228/sll1868/slr0118/slr1604/slr0066/sll1894/sll1789/sll0362/sll0083/slr0958/slr1265/sll1362/sll0336/slr0050/sll1994/sll0018/sll1931"
"GO:0005840","GO:0005840","ribosome",20,-0.810570902263643,-1.39227712516134,0.00110523022852745,0.00835830360323881,0.00596242623284543,768,"tags=75%, list=15%, signal=64%","sll1821/ssl0438/slr1356/ssl0601/sll1096/sll1800/sll1824/ssr1398/sll1805/slr1678/sll1807/ssl3445/smr0011/sml0006/sll1097"
"GO:0000049","GO:0000049","tRNA binding",26,-0.786186080237319,-1.36835050135565,0.00122659897856091,0.00873049861210999,0.00622793289424114,485,"tags=54%, list=9%, signal=49%","sll0179/sll1553/slr1550/sll1096/sll1816/sll0362/sll0454/sll1805/sll1808/sll1362/sll1101/sll1744/sll1097/sll0078"
"GO:0015995","GO:0015995","chlorophyll biosynthetic process",15,-0.838564453596035,-1.41495111917423,0.00172395827528647,0.0115888306283146,0.00826693441950238,647,"tags=67%, list=13%, signal=58%","sll0017/slr0056/slr0506/sll1214/slr1030/slr1887/slr1777/slr1808/sll1185/slr1055"
"GO:0009252","GO:0009252","peptidoglycan biosynthetic process",20,-0.798509478268695,-1.37155982001488,0.0022960423963014,0.0146221647343405,0.0104307743211476,566,"tags=75%, list=11%, signal=67%","slr0938/sll0657/slr1742/slr1874/slr1423/slr1424/slr1267/sll2010/slr0528/slr0488/slr1656/slr1746/sll0210/slr0017/sll0899"
"GO:0008360","GO:0008360","regulation of cell shape",18,-0.815372871878185,-1.38645410461766,0.00283873969600462,0.0171743751608279,0.0122514028985463,838,"tags=89%, list=16%, signal=75%","sll0154/slr0938/sll0657/slr1742/slr1874/slr1423/slr1424/slr1267/sll2010/slr0528/slr0488/slr1656/slr1746/sll0210/slr0017/sll0899"
"GO:0006189","GO:0006189","'de novo' IMP biosynthetic process",16,-0.814563802914944,-1.3798527156745,0.00379411527047677,0.0214707024702633,0.0153162035890526,800,"tags=81%, list=16%, signal=69%","sll0901/sll0578/sll0421/slr0070/sll1489/slr1159/slr0597/sll1056/slr0520/slr0838/sll0757/slr0519/slr1226"
"GO:0050661","GO:0050661","NADP binding",17,-0.786189084278754,-1.33022572936472,0.00390376408550242,0.0214707024702633,0.0153162035890526,942,"tags=71%, list=18%, signal=58%","sll0329/slr0549/slr0355/sll0455/slr1239/sll1342/sll1058/slr1559/sll1363/sll0373/slr0066/slr1808"
"GO:0000162","GO:0000162","tryptophan biosynthetic process",10,-0.843811837839813,-1.38693760372218,0.00876738285530667,0.0461240576300916,0.0329027640336452,733,"tags=90%, list=14%, signal=77%","slr0055/slr0652/slr0966/slr0738/slr1979/sll0356/slr1867/slr0546/slr0543"
"GO:0006633","GO:0006633","fatty acid biosynthetic process",12,-0.81261213674047,-1.35452420310675,0.0101150029914234,0.0470736677677782,0.0335801718743611,582,"tags=75%, list=11%, signal=67%","sll0728/sll0053/slr0435/sll1605/slr0495/sll1069/sll0541/slr1510/sll0336"
"GO:0030089","GO:0030089","phycobilisome",24,-0.761094131889395,-1.32060603399908,0.00953826096657536,0.0470736677677782,0.0335801718743611,930,"tags=54%, list=18%, signal=45%","sll1579/sll1343/sll0928/slr1878/sll1580/slr1459/slr2051/sll1578/slr1986/sll1577/slr1643/slr0335/slr2067"
"GO:0051539","GO:0051539","4 iron, 4 sulfur cluster binding",51,-0.692865027544645,-1.23031549326906,0.0100884394781796,0.0470736677677782,0.0335801718743611,1189,"tags=49%, list=23%, signal=38%","ssr3184/slr1280/sll1221/slr0665/slr0901/slr0067/sll0868/sll1967/slr1835/slr0348/sll0622/slr1364/slr0898/sll1831/slr0118/sll0037/sll1454/slr1598/slr1834/ssl0563/sll0757/sll0554/sll1470/slr2136/slr0963"
