"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"syn00290","syn00290","Valine, leucine and isoleucine biosynthesis - Synechocystis sp. PCC 6803",12,-0.861969654591341,-1.67246973483748,8.23371720851334e-05,0.000486537835048515,0.000165462259692613,600,"tags=75%, list=12%, signal=66%","slr0032/sll1363/sll1444/slr2088/sll1470/sll0065/slr0186/slr0452/slr1517"
"syn00860","syn00860","Porphyrin metabolism - Synechocystis sp. PCC 6803",54,-0.654163073622396,-1.45299373305847,0.000295102307052023,0.00159847082986512,0.000543609512990568,1083,"tags=54%, list=21%, signal=43%","slr0239/slr1790/sll0099/slr0116/sll1898/slr1923/slr0636/sll0017/slr0506/sll1214/slr1538/slr1030/slr1777/slr1887/sll0166/slr0056/slr0536/sll1994/slr1055/sll1890/slr0839/sll0378/sll0037/sll1185/slr1368/slr1808/slr0525/sll1184/sll0179"
"syn00340","syn00340","Histidine metabolism - Synechocystis sp. PCC 6803",13,-0.824011660584723,-1.61515774384211,0.000461578326741372,0.00230789163370686,0.000784870029276826,739,"tags=69%, list=14%, signal=59%","slr0084/slr1848/sll1958/slr1560/sll1893/slr0652/sll0900/slr0608/slr0500"
"syn00550","syn00550","Peptidoglycan biosynthesis - Synechocystis sp. PCC 6803",18,-0.778719084131282,-1.61712278817278,0.000623580110942805,0.00289519337223445,0.000984600175172851,454,"tags=72%, list=9%, signal=66%","slr1351/slr1423/slr0938/sll0657/slr1424/slr1742/slr0528/sll0506/slr1874/sll2010/sll0210/slr1656/slr0017"
"syn00260","syn00260","Glycine, serine and threonine metabolism - Synechocystis sp. PCC 6803",17,-0.768843760711681,-1.58486558776241,0.0007576488075708,0.00296858586704886,0.00100955956612188,758,"tags=65%, list=15%, signal=55%","slr0549/slr1840/slr1096/sll1688/sll1908/slr0966/slr0657/sll1931/slr0543/sll1172/slr1945"
"syn00620","syn00620","Pyruvate metabolism - Synechocystis sp. PCC 6803",29,-0.709106423389439,-1.53072167920406,0.000776399380612778,0.00296858586704886,0.00100955956612188,834,"tags=41%, list=16%, signal=35%","sll0891/slr1096/sll0728/sll1275/sll0053/sll1721/slr0186/sll0920/slr0435/slr1934/sll1841/sll0336"
"syn00230","syn00230","Purine metabolism - Synechocystis sp. PCC 6803",45,-0.658409137466532,-1.44557814282428,0.000723306781354377,0.00296858586704886,0.00100955956612188,1201,"tags=58%, list=23%, signal=45%","sll1750/slr1325/sll1852/sll1056/sll1546/sll1108/slr0676/sll0646/slr0838/sll0421/sll1054/slr0597/slr1256/slr0591/slr0213/sll0398/slr1165/slr0519/slr1159/sll1815/sll1823/slr1226/slr1123/sll0757/sll0469/slr1164"
"syn00240","syn00240","Pyrimidine metabolism - Synechocystis sp. PCC 6803",26,-0.717100551661044,-1.5292178607489,0.00104568854979905,0.00377609754094102,0.00128417892080585,547,"tags=46%, list=11%, signal=41%","slr0591/sll1443/sll1498/slr0185/sll0838/sll1018/sll0144/slr0379/sll1258/sll0370/slr1164/sll1635"
"syn01232","syn01232","Nucleotide metabolism - Synechocystis sp. PCC 6803",27,-0.705813114899082,-1.51833136369962,0.00131752296090226,0.00450731539256037,0.00153285219827964,547,"tags=44%, list=11%, signal=40%","slr0591/sll1443/slr0213/sll0398/sll1815/sll1823/sll0144/slr1123/slr0379/sll1258/slr1164/sll1635"
"syn00770","syn00770","Pantothenate and CoA biosynthesis - Synechocystis sp. PCC 6803",15,-0.766307910386597,-1.5412270032011,0.00188764665824488,0.00613485163929587,0.00208634630648119,767,"tags=67%, list=15%, signal=57%","sll0250/slr0495/slr0032/sll1363/slr0812/slr2088/sll0065/slr0452/slr0526/sll0892"
"syn00780","syn00780","Biotin metabolism - Synechocystis sp. PCC 6803",11,-0.797255385044096,-1.53217073359246,0.00257475928616789,0.00796949302861491,0.00271027293280831,760,"tags=73%, list=15%, signal=62%","slr0886/slr0355/slr1051/slr1332/slr1364/sll1605/slr0917/sll1069"
"syn00910","syn00910","Nitrogen metabolism - Synechocystis sp. PCC 6803",18,-0.74499807461364,-1.54709623553987,0.00274976113571867,0.00812429426462334,0.00276291788756421,1005,"tags=50%, list=20%, signal=40%","slr1756/sll0450/slr0898/slr0899/sll1452/sll1450/sll1453/sll1451/sll1454"
"syn03060","syn03060","Protein export - Synechocystis sp. PCC 6803",16,-0.750340526209532,-1.53069162116611,0.00293098385803412,0.00828321525096599,0.00281696389101677,1276,"tags=94%, list=25%, signal=71%","sll0716/sll1814/ssr3307/slr0775/sll0616/slr1366/slr1471/ssl3335/ssl2823/slr1531/slr1377/slr2102/slr0774/slr1046/sll0194"
"syn00020","syn00020","Citrate cycle (TCA cycle) - Synechocystis sp. PCC 6803",16,-0.745799326532552,-1.52142759229816,0.00351329072472898,0.00951516237947433,0.00323592566751354,834,"tags=50%, list=16%, signal=42%","sll0891/slr0665/slr1096/sll1721/slr1934/sll0401/slr1289/sll1841"
"syn00010","syn00010","Glycolysis / Gluconeogenesis - Synechocystis sp. PCC 6803",29,-0.66579573669139,-1.43722850965551,0.00668112607052064,0.0167028151763016,0.00568030961461269,1018,"tags=45%, list=20%, signal=36%","slr2094/slr0752/slr0952/slr0394/slr1096/slr1349/sll1275/sll1342/sll1721/sll0018/slr1934/sll1841/slr1945"
"syn00195","syn00195","Photosynthesis - Synechocystis sp. PCC 6803",63,-0.590223047064848,-1.32312342660363,0.00651967472808339,0.0167028151763016,0.00568030961461269,1130,"tags=43%, list=22%, signal=34%","ssr0390/smr0007/slr1185/slr0737/sll1326/sll0849/sll1322/sll1323/ssr3451/slr1834/sll1325/sll1324/slr1643/smr0010/slr1329/slr0342/sll1327/ssl0020/sml0004/sll1281/slr0343/sll0851/ssl0563/sll1317/sll1316/slr1330/sml0005"
"syn03070","syn03070","Bacterial secretion system - Synechocystis sp. PCC 6803",14,-0.753400104190698,-1.49775847218273,0.00696594123353508,0.0167698585251771,0.00570310978184159,1138,"tags=86%, list=22%, signal=67%","sll1814/ssr3307/slr0775/sll0616/slr1471/ssl3335/ssl2823/slr1531/slr2102/slr0774/slr1046/sll0194"
"syn00640","syn00640","Propanoate metabolism - Synechocystis sp. PCC 6803",11,-0.763331718758293,-1.46697600473353,0.00765887808768997,0.0177795384178517,0.00604648270080787,802,"tags=55%, list=16%, signal=46%","slr0665/slr1096/sll0728/sll0053/slr0435/sll0336"
"syn00900","syn00900","Terpenoid backbone biosynthesis - Synechocystis sp. PCC 6803",14,-0.74035372148862,-1.47182227956119,0.0101605432328439,0.0227736313839605,0.00774487868928211,712,"tags=71%, list=14%, signal=62%","sll0711/slr0348/slr1542/slr0951/sll1945/slr0739/sll0506/slr0611/slr2136/sll0019"
"syn03018","syn03018","RNA degradation - Synechocystis sp. PCC 6803",14,-0.736689740791324,-1.46453829048187,0.0111205755788091,0.024094580420753,0.00819410832122775,533,"tags=50%, list=10%, signal=45%","slr0752/sll1043/sll1910/slr2076/slr1129/sll1932/sll0170"
"syn00270","syn00270","Cysteine and methionine metabolism - Synechocystis sp. PCC 6803",20,-0.682385161334304,-1.4249928865399,0.0129452989325135,0.0271433687294639,0.00923094321163954,1303,"tags=70%, list=25%, signal=52%","slr0212/sll0712/slr2059/slr1348/sll0927/slr1238/sll0891/sll1234/slr0549/slr0032/sll1908/slr1938/sll0402/slr0657"
"syn00710","syn00710","Carbon fixation in photosynthetic organisms - Synechocystis sp. PCC 6803",17,-0.698640366965874,-1.44015095446829,0.0137632448200953,0.0279565910408186,0.00950750464546058,1168,"tags=71%, list=23%, signal=55%","sll0807/slr2094/slr0952/sll0891/slr0394/slr0009/sll1342/slr0012/sll0018/sll0920/sll1070/sll1525"
"syn00790","syn00790","Folate biosynthesis - Synechocystis sp. PCC 6803",17,-0.696032964232287,-1.43477615262028,0.0148518518967687,0.0292536476754535,0.00994860892606517,905,"tags=53%, list=18%, signal=44%","slr0903/slr1626/slr1979/slr0900/slr0902/slr0426/slr1093/slr0901/sll1894"
"syn00561","syn00561","Glycerolipid metabolism - Synechocystis sp. PCC 6803",12,-0.74086437268364,-1.43749055936335,0.0169800460841536,0.0324618528079406,0.0110396584448057,906,"tags=58%, list=18%, signal=48%","sll1973/slr1840/slr0054/sll1376/sll1377/slr1510/slr1020"
"syn01212","syn01212","Fatty acid metabolism - Synechocystis sp. PCC 6803",14,-0.721729738061186,-1.4347978236193,0.0175271230202933,0.0325503713234018,0.0110697619075536,760,"tags=64%, list=15%, signal=55%","slr0886/sll0728/slr1051/slr1332/sll0053/slr0435/sll1605/sll1069/sll0336"
"syn00061","syn00061","Fatty acid biosynthesis - Synechocystis sp. PCC 6803",13,-0.72969904388404,-1.43029415453559,0.0203391280242469,0.0367234255993346,0.0124889382605025,760,"tags=69%, list=15%, signal=59%","slr0886/sll0728/slr1051/slr1332/sll0053/slr0435/sll1605/sll1069/sll0336"
"syn01250","syn01250","Biosynthesis of nucleotide sugars - Synechocystis sp. PCC 6803",38,-0.607539356696088,-1.32370916505606,0.0229084720288798,0.0402446130237078,0.01368642710118,1577,"tags=61%, list=31%, signal=42%","slr0984/sll0593/sll1395/slr0836/slr1448/sll1213/slr0624/slr0862/slr2074/sll0244/sll1758/sll1558/slr0985/slr0809/slr1349/sll0083/sll0220/sll1370/slr0493/slr1424/slr1020/sll0899/slr0017"
"syn00680","syn00680","Methane metabolism - Synechocystis sp. PCC 6803",21,-0.668285116849805,-1.40307774907488,0.0252643570449886,0.0423011844331641,0.0143858279043959,1018,"tags=48%, list=20%, signal=38%","slr2094/slr0752/slr0952/sll0891/sll1908/sll0992/sll0018/sll0920/sll1931/slr1945"
"syn00630","syn00630","Glyoxylate and dicarboxylate metabolism - Synechocystis sp. PCC 6803",28,-0.638546415694045,-1.37527932192233,0.0253807106598985,0.0423011844331641,0.0143858279043959,1005,"tags=36%, list=20%, signal=29%","slr1756/sll0891/slr0665/slr1840/slr1096/slr0009/slr0012/sll1831/sll0401/sll1931"
"syn00730","syn00730","Thiamine metabolism - Synechocystis sp. PCC 6803",10,-0.752348941668429,-1.42064417943808,0.0264814459334975,0.0430323496419334,0.0146344832790381,874,"tags=70%, list=17%, signal=58%","sll0898/slr1787/sll1945/sll0635/sll1815/slr0118/slr0633"
"syn02024","syn02024","Quorum sensing - Synechocystis sp. PCC 6803",24,-0.655286376634252,-1.3954771600719,0.0280176315159027,0.0437710437710438,0.0148856990962254,1237,"tags=62%, list=24%, signal=48%","slr0535/sll1814/ssr3307/sll0616/slr1471/sll0312/sll0833/slr0401/slr0055/slr0066/slr0738/ssl3335/sll1927/slr1531/slr2102"
"syn00520","syn00520","Amino sugar and nucleotide sugar metabolism - Synechocystis sp. PCC 6803",33,-0.617112344381526,-1.34158337490881,0.0282828282828283,0.0437710437710438,0.0148856990962254,1014,"tags=42%, list=20%, signal=34%","slr2074/sll0244/sll1758/sll0861/sll1558/slr0809/slr1349/sll0220/sll1370/slr0493/slr1424/slr1020/sll0899/slr0017"
"syn00300","syn00300","Lysine biosynthesis - Synechocystis sp. PCC 6803",13,-0.713812193932875,-1.39915409918046,0.0292207792207792,0.044170945333736,0.0150216980082341,1207,"tags=77%, list=24%, signal=59%","slr1665/sll0006/sll1058/slr0549/sll0504/slr1351/slr1022/slr0550/slr0528/slr0657"
"syn00670","syn00670","One carbon pool by folate - Synechocystis sp. PCC 6803",11,-0.731902995553782,-1.40657607418247,0.032258064516129,0.0476539589442815,0.0162062046612132,781,"tags=55%, list=15%, signal=46%","slr2141/slr0597/slr0070/sll0753/sll1931/sll1635"
